State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Juneau,4.625,4.464,4.756,4.841,U.S Dollar,US Gallon,2023-10-20
Alaska,AK,Fairbanks,4.289,4.473,4.723,4.545,U.S Dollar,US Gallon,2023-10-20
Alaska,AK,Anchorage,4.393,4.733,4.925,4.649,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Birmingham,3.059,3.49,3.847,4.196,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Huntsville,3.113,3.478,3.864,4.178,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Mobile,3.107,3.564,3.942,4.18,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Montgomery,3.068,3.512,3.918,4.181,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Tuscaloosa,3.071,3.485,3.857,4.119,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Anniston-Oxford,3.079,3.425,3.751,4.072,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Auburn,3.001,3.397,3.693,4.105,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Daphne-Fairhope-Foley,3.115,3.499,3.894,4.116,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Decatur,3.05,3.427,3.828,4.067,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Dothan,3.094,3.433,3.847,4.229,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Florence-Muscle Shoals,3.049,3.463,3.854,4.178,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Gadsden,2.982,3.341,3.792,4.104,U.S Dollar,US Gallon,2023-10-20
Alabama,AL,Russell County,3.067,3.538,3.913,4.213,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Fayetteville-Springdale-Rogers,3.081,3.45,3.773,4.249,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Little Rock-North Little Rock,3.136,3.555,3.933,4.118,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Pine Bluff,3.251,3.741,4.137,4.221,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Fort Smith (AR only),3.203,3.649,3.979,4.3,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Texarkana (AR only),3.007,3.361,3.714,4.142,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Hot Springs,3.044,3.466,3.887,4.095,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,Jonesboro,2.962,3.299,3.707,4.229,U.S Dollar,US Gallon,2023-10-20
Arkansas,AR,West Memphis,3.033,3.404,3.835,4.094,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Flagstaff,4.243,4.503,4.799,5,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Phoenix-Mesa,4.386,4.745,5.02,4.731,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Pima County,3.897,4.219,4.489,4.716,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Yuma,3.975,4.339,4.577,4.895,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Phoenix Proper,4.353,4.717,4.993,4.719,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,East Valley,4.405,4.76,5.056,4.686,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,West Valley,4.401,4.77,5.005,4.717,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Scottsdale,4.513,4.901,5.113,4.859,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Tucson,3.894,4.214,4.487,4.708,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Glendale,4.36,4.734,4.958,4.703,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Peoria,4.464,4.819,5.087,4.727,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Prescott,4.192,4.479,4.799,4.819,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Lake Havasu-Kingman,4.306,4.44,4.801,5.001,U.S Dollar,US Gallon,2023-10-20
Arizona,AZ,Sierra Vista-Douglas,3.898,4.212,4.478,4.608,U.S Dollar,US Gallon,2023-10-20
California,CA,Bakersfield,5.54,5.753,5.944,6.361,U.S Dollar,US Gallon,2023-10-20
California,CA,Chico-Paradise,5.26,5.524,5.65,6.059,U.S Dollar,US Gallon,2023-10-20
California,CA,Fresno,5.223,5.484,5.651,6.317,U.S Dollar,US Gallon,2023-10-20
California,CA,Los Angeles-Long Beach,5.631,5.865,5.989,6.302,U.S Dollar,US Gallon,2023-10-20
California,CA,Merced,5.486,5.692,5.891,6.27,U.S Dollar,US Gallon,2023-10-20
California,CA,Modesto,5.24,5.497,5.668,6.223,U.S Dollar,US Gallon,2023-10-20
California,CA,Oakland,5.48,5.721,5.887,6.372,U.S Dollar,US Gallon,2023-10-20
