State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.73,3.962,4.145,4.209,U.S Dollar,US Gallon,2023-04-03
Alaska,AK,Fairbanks,3.777,3.936,4.16,4.785,U.S Dollar,US Gallon,2023-04-03
Alaska,AK,Juneau,4.412,4.339,4.624,4.506,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Anniston-Oxford,3.107,3.42,3.731,3.929,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Auburn,3.132,3.509,3.826,3.876,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Birmingham,3.148,3.509,3.904,4.03,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Daphne-Fairhope-Foley,3.197,3.576,3.941,3.977,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Decatur,3.11,3.47,3.897,3.95,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Dothan,3.184,3.561,3.91,4.009,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Florence-Muscle Shoals,3.192,3.559,3.908,3.954,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Gadsden,3.087,3.442,3.879,3.996,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Huntsville,3.137,3.494,3.856,4.008,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Mobile,3.176,3.583,3.957,4.029,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Montgomery,3.182,3.579,3.954,4.044,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Russell County,3.151,3.498,3.808,4.052,U.S Dollar,US Gallon,2023-04-03
Alabama,AL,Tuscaloosa,3.153,3.538,3.924,3.919,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Fayetteville-Springdale-Rogers,3.161,3.482,3.775,3.757,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Fort Smith (AR only),3.085,3.454,3.813,3.888,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Hot Springs,3.001,3.388,3.764,3.847,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Jonesboro,3.052,3.391,3.815,3.934,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Little Rock-North Little Rock,3.035,3.384,3.722,3.839,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Pine Bluff,3.091,3.483,3.92,3.868,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,Texarkana (AR only),3.16,3.469,3.858,3.953,U.S Dollar,US Gallon,2023-04-03
Arkansas,AR,West Memphis,3.062,3.394,3.764,3.766,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,East Valley,4.621,4.894,5.193,4.553,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Flagstaff,4.102,4.243,4.583,4.545,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Glendale,4.595,4.88,5.158,4.498,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Lake Havasu-Kingman,3.861,3.962,4.225,4.596,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Peoria,4.569,4.844,5.115,4.543,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Phoenix Proper,4.593,4.857,5.151,4.535,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Phoenix-Mesa,4.582,4.851,5.146,4.551,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Pima County,4.005,4.282,4.551,4.532,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Prescott,3.978,4.155,4.453,4.563,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Scottsdale,4.754,4.994,5.306,4.688,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Sierra Vista-Douglas,3.849,4.096,4.346,4.366,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Tucson,3.998,4.272,4.541,4.527,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,West Valley,4.583,4.864,5.141,4.508,U.S Dollar,US Gallon,2023-04-03
Arizona,AZ,Yuma,3.844,4.159,4.407,4.561,U.S Dollar,US Gallon,2023-04-03
California,CA,Bakersfield,4.881,5.098,5.331,5.738,U.S Dollar,US Gallon,2023-04-03
California,CA,Chico-Paradise,4.562,4.712,4.865,4.907,U.S Dollar,US Gallon,2023-04-03
California,CA,El Centro,4.707,4.928,5.104,5.352,U.S Dollar,US Gallon,2023-04-03
California,CA,Fresno,4.77,4.978,5.166,5.441,U.S Dollar,US Gallon,2023-04-03
California,CA,Hanford-Corcoran,4.908,4.883,5.05,5.313,U.S Dollar,US Gallon,2023-04-03
California,CA,Los Angeles-Long Beach,4.867,5.066,5.202,5.423,U.S Dollar,US Gallon,2023-04-03
California,CA,Madera-Chowchilla,4.662,4.913,5.098,5.307,U.S Dollar,US Gallon,2023-04-03
California,CA,Merced,4.7,4.899,5.131,5.492,U.S Dollar,US Gallon,2023-04-03
California,CA,Modesto,4.612,4.813,5.004,5.428,U.S Dollar,US Gallon,2023-04-03
California,CA,Napa,4.941,5.104,5.244,5.697,U.S Dollar,US Gallon,2023-04-03
California,CA,Oakland,4.857,5.059,5.21,5.507,U.S Dollar,US Gallon,2023-04-03
California,CA,Orange County,4.831,5.036,5.151,5.187,U.S Dollar,US Gallon,2023-04-03
California,CA,Redding,4.598,4.743,4.92,4.988,U.S Dollar,US Gallon,2023-04-03
California,CA,Riverside,4.769,4.985,5.131,5.164,U.S Dollar,US Gallon,2023-04-03
California,CA,Sacramento,4.737,4.948,5.12,5.261,U.S Dollar,US Gallon,2023-04-03
California,CA,Salinas,4.982,5.184,5.362,5.699,U.S Dollar,US Gallon,2023-04-03
California,CA,San Bernardino,4.809,4.983,5.166,5.203,U.S Dollar,US Gallon,2023-04-03
California,CA,San Diego,4.871,5.075,5.224,5.239,U.S Dollar,US Gallon,2023-04-03
California,CA,San Francisco,4.972,5.143,5.321,5.469,U.S Dollar,US Gallon,2023-04-03
California,CA,San Jose,4.848,5.05,5.189,5.475,U.S Dollar,US Gallon,2023-04-03
California,CA,San Luis Obispo-Atascadero-Paso Robles,5.099,5.291,5.448,5.756,U.S Dollar,US Gallon,2023-04-03
California,CA,San Rafael,4.889,5.076,5.248,5.359,U.S Dollar,US Gallon,2023-04-03
California,CA,Santa Barbara-Santa Maria-Lompoc,4.831,4.99,5.147,5.586,U.S Dollar,US Gallon,2023-04-03
California,CA,Santa Cruz-Watsonville,4.857,5.088,5.275,5.619,U.S Dollar,US Gallon,2023-04-03
California,CA,Santa Rosa,4.923,5.134,5.274,5.409,U.S Dollar,US Gallon,2023-04-03
California,CA,Stockton-Lodi,4.67,4.899,5.069,5.375,U.S Dollar,US Gallon,2023-04-03
California,CA,Vallejo-Fairfield,4.743,4.989,5.126,5.229,U.S Dollar,US Gallon,2023-04-03
California,CA,Ventura,4.916,5.12,5.257,5.601,U.S Dollar,US Gallon,2023-04-03
California,CA,Visalia-Tulare-Porterville,4.82,5.041,5.209,5.563,U.S Dollar,US Gallon,2023-04-03
California,CA,Yolo,4.7,4.907,5.096,5.092,U.S Dollar,US Gallon,2023-04-03
California,CA,Yuba City,4.408,4.659,4.849,4.982,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Boulder-Longmont,3.48,3.851,4.134,4.101,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Colorado Springs,3.433,3.82,4.102,4.162,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Denver,3.427,3.82,4.124,4.096,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Durango,3.691,3.906,4.159,4.386,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Fort Collins-Loveland,3.703,4.069,4.386,4.279,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Glenwood Springs,3.822,4.107,4.382,4.735,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Grand Junction (CO only),3.532,3.808,4.085,4.348,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Greeley,3.339,3.714,3.969,4.06,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Pueblo,3.462,3.792,4.08,4.298,U.S Dollar,US Gallon,2023-04-03
Colorado,CO,Vail,3.698,4.037,4.279,4.135,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,Bridgeport,3.353,3.857,4.283,4.464,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,Hartford,3.271,3.76,4.193,4.451,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,Lower Fairfield County,3.308,3.795,4.227,4.474,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,New Haven-Meriden,3.275,3.775,4.143,4.455,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,New London-Norwich (CT only),3.301,3.79,4.202,4.557,U.S Dollar,US Gallon,2023-04-03
Connecticut,CT,Windham,3.341,3.767,4.231,4.543,U.S Dollar,US Gallon,2023-04-03
District of Columbia,DC,Washington (DC only),3.634,4.132,4.542,4.548,U.S Dollar,US Gallon,2023-04-03
District of Columbia,DC,Washington (Entire Metro Average),3.501,3.962,4.277,4.284,U.S Dollar,US Gallon,2023-04-03
Delaware,DE,Dover,3.368,3.727,4.038,4.074,U.S Dollar,US Gallon,2023-04-03
Delaware,DE,Milford-Seaford,3.372,3.718,4.005,4.034,U.S Dollar,US Gallon,2023-04-03
Delaware,DE,Wilmington-Newark (DE only),3.358,3.885,4.123,4.026,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Bradenton-Sarasota-Venice,3.475,3.868,4.194,4.111,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Crestview-Fort Walton Beach,3.21,3.544,3.901,4.035,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Daytona Beach,3.473,3.868,4.217,4.141,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Fort Lauderdale,3.506,3.882,4.213,4.282,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Fort Myers-Cape Coral,3.47,3.861,4.189,4.179,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Gainesville,3.468,3.872,4.229,4.154,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Homosassa Springs,3.516,3.848,4.214,4.155,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Jacksonville,3.457,3.826,4.19,4.096,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Lakeland-Winter Haven,3.471,3.841,4.174,4.123,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Melbourne-Titusville,3.471,3.869,4.192,4.178,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Miami,3.465,3.82,4.076,4.291,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Naples,3.537,3.947,4.286,4.222,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Ocala,3.483,3.86,4.186,4.043,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Orlando,3.472,3.852,4.143,4.034,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Panama City,3.236,3.563,3.934,4.032,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Pensacola,3.264,3.639,3.962,4.038,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Port St. Lucie,3.521,3.909,4.211,4.239,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Punta Gorda,3.465,3.866,4.216,4.066,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Sebastian-Vero Beach,3.5,3.856,4.225,4.26,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Sebring,3.504,3.885,4.183,3.977,U.S Dollar,US Gallon,2023-04-03
Florida,FL,Tallahassee,3.382,3.754,4.15,4.328,U.S Dollar,US Gallon,2023-04-03
