State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.733,3.978,4.176,4.337,U.S Dollar,US Gallon,2023-02-19
Alaska,AK,Fairbanks,3.608,3.775,3.954,4.882,U.S Dollar,US Gallon,2023-02-19
Alaska,AK,Juneau,4.44,4.494,4.741,4.579,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Anniston-Oxford,3.045,3.356,3.658,4.21,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Auburn,3.078,3.453,3.803,4.248,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Birmingham,3.063,3.452,3.836,4.329,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Daphne-Fairhope-Foley,3.156,3.545,3.919,4.234,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Decatur,3.03,3.379,3.763,4.27,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Dothan,3.074,3.429,3.793,4.317,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Florence-Muscle Shoals,3.023,3.395,3.768,4.214,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Gadsden,2.975,3.32,3.68,4.294,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Huntsville,3.115,3.456,3.812,4.277,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Mobile,3.149,3.6,3.963,4.336,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Montgomery,3.115,3.56,3.923,4.367,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Russell County,3.083,3.503,3.754,4.211,U.S Dollar,US Gallon,2023-02-19
Alabama,AL,Tuscaloosa,3.048,3.446,3.828,4.191,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Fayetteville-Springdale-Rogers,3.069,3.414,3.701,3.976,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Fort Smith (AR only),3.119,3.46,3.748,4.043,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Hot Springs,2.964,3.37,3.745,4.027,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Jonesboro,2.982,3.411,3.72,4.195,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Little Rock-North Little Rock,3.05,3.415,3.739,4.041,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Pine Bluff,3.096,3.439,3.9,4.13,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,Texarkana (AR only),3.062,3.413,3.764,4.178,U.S Dollar,US Gallon,2023-02-19
Arkansas,AR,West Memphis,3.095,3.442,3.85,4.317,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,East Valley,3.678,3.967,4.255,4.452,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Flagstaff,3.618,3.779,4.074,4.617,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Glendale,3.653,3.935,4.144,4.322,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Lake Havasu-Kingman,3.66,3.78,4.053,4.692,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Peoria,3.655,3.883,4.16,4.491,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Phoenix Proper,3.638,3.909,4.202,4.439,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Phoenix-Mesa,3.66,3.941,4.224,4.466,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Pima County,3.323,3.578,3.864,4.406,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Prescott,3.526,3.808,4.072,4.609,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Scottsdale,3.813,4.089,4.368,4.716,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Sierra Vista-Douglas,3.302,3.537,3.833,4.528,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Tucson,3.32,3.581,3.863,4.404,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,West Valley,3.653,3.907,4.145,4.38,U.S Dollar,US Gallon,2023-02-19
Arizona,AZ,Yuma,3.405,3.744,4.011,4.636,U.S Dollar,US Gallon,2023-02-19
California,CA,Bakersfield,4.693,4.88,5.114,5.855,U.S Dollar,US Gallon,2023-02-19
California,CA,Chico-Paradise,4.432,4.639,4.804,5.31,U.S Dollar,US Gallon,2023-02-19
California,CA,El Centro,4.601,4.796,4.973,5.726,U.S Dollar,US Gallon,2023-02-19
California,CA,Fresno,4.601,4.782,4.963,5.674,U.S Dollar,US Gallon,2023-02-19
California,CA,Hanford-Corcoran,4.705,4.673,4.879,5.651,U.S Dollar,US Gallon,2023-02-19
California,CA,Los Angeles-Long Beach,4.808,4.996,5.134,5.738,U.S Dollar,US Gallon,2023-02-19
California,CA,Madera-Chowchilla,4.595,4.882,5.062,5.552,U.S Dollar,US Gallon,2023-02-19
California,CA,Merced,4.518,4.758,4.926,5.552,U.S Dollar,US Gallon,2023-02-19
