State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Anchorage,3.748,3.95,4.17,3.886,U.S Dollar,US Gallon,2022-02-09
Alaska,AK,Fairbanks,3.863,3.95,4.119,3.881,U.S Dollar,US Gallon,2022-02-09
Alaska,AK,Juneau,3.766,3.647,3.757,3.689,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Anniston-Oxford,3.152,3.471,3.785,3.719,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Auburn,3.168,3.498,3.825,3.658,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Birmingham,3.175,3.492,3.849,3.705,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Daphne-Fairhope-Foley,3.285,3.594,3.928,3.699,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Decatur,3.143,3.455,3.765,3.685,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Dothan,3.266,3.573,3.889,3.767,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Florence-Muscle Shoals,3.204,3.526,3.867,3.7,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Gadsden,3.128,3.453,3.767,3.695,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Huntsville,3.175,3.488,3.789,3.636,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Mobile,3.239,3.58,3.905,3.685,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Montgomery,3.21,3.571,3.891,3.707,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Russell County,3.185,3.471,3.797,3.674,U.S Dollar,US Gallon,2022-02-09
Alabama,AL,Tuscaloosa,3.187,3.507,3.867,3.671,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Fayetteville-Springdale-Rogers,3.152,3.444,3.704,3.536,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Fort Smith (AR only),3.078,3.394,3.635,3.532,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Hot Springs,3.107,3.382,3.711,3.495,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Jonesboro,3.144,3.445,3.745,3.639,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Little Rock-North Little Rock,3.097,3.359,3.669,3.542,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Pine Bluff,3.181,3.512,3.765,3.68,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,Texarkana (AR only),3.267,3.569,3.842,3.711,U.S Dollar,US Gallon,2022-02-09
Arkansas,AR,West Memphis,3.175,3.493,3.956,3.781,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,East Valley,3.75,4.056,4.333,3.844,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,Flagstaff,3.796,3.958,4.162,4.034,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,Glendale,3.709,4.03,4.284,3.926,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,Lake Havasu-Kingman,3.533,3.688,3.954,4,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,Peoria,3.742,4.044,4.322,3.948,U.S Dollar,US Gallon,2022-02-09
Arizona,AZ,Phoenix Proper,3.691,4.004,4.272,3.921,U.S Dollar,US Gallon,2022-02-09
