State-Name,State-Abbreviation,Metro-Name,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,Juneau,3.905,3.729,4.012,4.069,U.S Dollar,US Gallon,2024-01-21
Alaska,AK,Fairbanks,3.484,3.634,3.863,4.03,U.S Dollar,US Gallon,2024-01-21
Alaska,AK,Anchorage,3.509,3.817,4.005,3.805,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Birmingham,2.8,3.238,3.623,3.754,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Huntsville,2.825,3.202,3.586,3.682,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Mobile,2.817,3.252,3.611,3.64,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Montgomery,2.813,3.271,3.684,3.767,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Tuscaloosa,2.778,3.163,3.558,3.696,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Anniston-Oxford,2.74,3.109,3.45,3.689,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Auburn,2.783,3.138,3.49,3.665,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Daphne-Fairhope-Foley,2.797,3.214,3.593,3.624,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Decatur,2.781,3.172,3.532,3.716,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Dothan,2.816,3.192,3.576,3.794,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Florence-Muscle Shoals,2.72,3.081,3.458,3.611,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Gadsden,2.692,3.03,3.442,3.652,U.S Dollar,US Gallon,2024-01-21
Alabama,AL,Russell County,2.804,3.243,3.567,3.906,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Fayetteville-Springdale-Rogers,2.575,2.932,3.277,3.341,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Little Rock-North Little Rock,2.61,3.018,3.406,3.596,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Pine Bluff,2.696,3.055,3.611,3.632,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Fort Smith (AR only),2.561,2.943,3.266,3.64,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Texarkana (AR only),2.776,3.13,3.544,3.616,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Hot Springs,2.614,3.119,3.501,3.679,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,Jonesboro,2.654,3.118,3.424,3.654,U.S Dollar,US Gallon,2024-01-21
Arkansas,AR,West Memphis,2.738,3.019,3.537,3.482,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Flagstaff,3.128,3.368,3.664,3.995,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Phoenix-Mesa,3.098,3.431,3.727,3.838,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Pima County,3.026,3.331,3.624,3.801,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Yuma,3.328,3.723,3.925,4.345,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Phoenix Proper,3.087,3.424,3.715,3.824,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,East Valley,3.095,3.421,3.727,3.817,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,West Valley,3.1,3.467,3.734,3.803,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Scottsdale,3.293,3.642,3.893,4.083,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Tucson,3.018,3.322,3.616,3.804,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Glendale,3.069,3.406,3.704,3.782,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Peoria,3.181,3.537,3.796,3.847,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Prescott,3.168,3.447,3.747,3.837,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Lake Havasu-Kingman,3.293,3.404,3.728,3.932,U.S Dollar,US Gallon,2024-01-21
Arizona,AZ,Sierra Vista-Douglas,3.17,3.489,3.786,4.029,U.S Dollar,US Gallon,2024-01-21
California,CA,Bakersfield,4.608,4.805,5.027,5.591,U.S Dollar,US Gallon,2024-01-21
California,CA,Chico-Paradise,4.344,4.546,4.709,4.99,U.S Dollar,US Gallon,2024-01-21
California,CA,Fresno,4.44,4.638,4.825,5.393,U.S Dollar,US Gallon,2024-01-21
California,CA,Los Angeles-Long Beach,4.565,4.781,4.916,5.395,U.S Dollar,US Gallon,2024-01-21
California,CA,Merced,4.381,4.601,4.789,5.369,U.S Dollar,US Gallon,2024-01-21
California,CA,Modesto,4.263,4.511,4.697,5.194,U.S Dollar,US Gallon,2024-01-21
California,CA,Oakland,4.535,4.745,4.922,5.399,U.S Dollar,US Gallon,2024-01-21
California,CA,Orange County,4.461,4.67,4.801,5.202,U.S Dollar,US Gallon,2024-01-21
California,CA,Redding,4.295,4.474,4.558,4.868,U.S Dollar,US Gallon,2024-01-21
California,CA,Riverside,4.384,4.613,4.774,5.104,U.S Dollar,US Gallon,2024-01-21
California,CA,Sacramento,4.449,4.671,4.841,5.147,U.S Dollar,US Gallon,2024-01-21
California,CA,Salinas,4.688,4.855,5.043,5.649,U.S Dollar,US Gallon,2024-01-21
California,CA,San Diego,4.582,4.782,4.945,5.229,U.S Dollar,US Gallon,2024-01-21
California,CA,San Francisco,4.716,4.918,5.077,5.412,U.S Dollar,US Gallon,2024-01-21
California,CA,San Jose,4.494,4.714,4.872,5.381,U.S Dollar,US Gallon,2024-01-21
California,CA,San Luis Obispo-Atascadero-Paso Robles,4.785,4.947,5.121,5.782,U.S Dollar,US Gallon,2024-01-21
California,CA,Santa Barbara-Santa Maria-Lompoc,4.596,4.758,4.918,5.586,U.S Dollar,US Gallon,2024-01-21
California,CA,Santa Cruz-Watsonville,4.577,4.833,5.013,5.635,U.S Dollar,US Gallon,2024-01-21
California,CA,Santa Rosa,4.691,4.896,5.061,5.305,U.S Dollar,US Gallon,2024-01-21
California,CA,Stockton-Lodi,4.293,4.521,4.7,5.189,U.S Dollar,US Gallon,2024-01-21
California,CA,Vallejo-Fairfield,4.424,4.651,4.829,5.217,U.S Dollar,US Gallon,2024-01-21
California,CA,Ventura,4.625,4.839,4.984,5.536,U.S Dollar,US Gallon,2024-01-21
California,CA,Visalia-Tulare-Porterville,4.506,4.736,4.933,5.371,U.S Dollar,US Gallon,2024-01-21
California,CA,Yolo,4.415,4.638,4.814,5.029,U.S Dollar,US Gallon,2024-01-21
California,CA,Yuba City,4.159,4.441,4.635,5.08,U.S Dollar,US Gallon,2024-01-21
California,CA,El Centro,4.286,4.503,4.731,5.459,U.S Dollar,US Gallon,2024-01-21
California,CA,Hanford-Corcoran,4.427,4.575,4.779,5.319,U.S Dollar,US Gallon,2024-01-21
California,CA,Madera-Chowchilla,4.428,4.7,4.924,5.481,U.S Dollar,US Gallon,2024-01-21
California,CA,Napa,4.701,4.856,5.041,5.294,U.S Dollar,US Gallon,2024-01-21
California,CA,San Bernardino,4.401,4.579,4.749,5.206,U.S Dollar,US Gallon,2024-01-21
California,CA,San Rafael,4.652,4.837,5.02,5.249,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Boulder-Longmont,2.608,3.026,3.335,3.524,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Colorado Springs,2.479,2.89,3.192,3.339,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Denver,2.54,2.949,3.265,3.377,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Fort Collins-Loveland,2.635,3.034,3.333,3.508,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Pueblo,2.47,2.85,3.152,3.541,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Grand Junction (CO only),2.945,3.266,3.542,3.839,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Durango,2.952,3.206,3.503,3.806,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Glenwood Springs,3.24,3.616,3.727,4.042,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Greeley,2.448,2.853,3.142,3.339,U.S Dollar,US Gallon,2024-01-21
Colorado,CO,Vail,3.073,3.416,3.684,3.903,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,Bridgeport,3.282,3.875,4.295,4.322,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,Hartford,3.066,3.691,4.099,4.205,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,New Haven-Meriden,3.14,3.707,4.123,4.25,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,New London-Norwich (CT only),3.129,3.658,4.03,4.134,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,Windham,3.146,3.618,4.029,4.133,U.S Dollar,US Gallon,2024-01-21
Connecticut,CT,Lower Fairfield County,3.291,3.843,4.253,4.279,U.S Dollar,US Gallon,2024-01-21
District of Columbia,DC,Washington (DC only),3.209,3.703,4.157,4.165,U.S Dollar,US Gallon,2024-01-21
District of Columbia,DC,Washington (Entire Metro Average),3.083,3.595,3.944,4.014,U.S Dollar,US Gallon,2024-01-21
Delaware,DE,Dover,2.998,3.453,3.81,3.808,U.S Dollar,US Gallon,2024-01-21
Delaware,DE,Wilmington-Newark (DE only),2.981,3.593,3.879,3.839,U.S Dollar,US Gallon,2024-01-21
Delaware,DE,Milford-Seaford,2.986,3.388,3.739,3.76,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Daytona Beach,3.006,3.381,3.747,3.837,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Fort Lauderdale,3.089,3.538,3.855,3.875,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Fort Myers-Cape Coral,2.987,3.406,3.75,3.843,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Gainesville,3.068,3.469,3.815,3.891,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Jacksonville,2.958,3.368,3.733,3.786,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Miami,3.067,3.522,3.787,3.835,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Orlando,2.919,3.317,3.614,3.838,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Pensacola,2.915,3.325,3.684,3.788,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Tallahassee,3.02,3.461,3.833,3.895,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Tampa-St. Petersburg-Clearwater,2.918,3.334,3.666,3.831,U.S Dollar,US Gallon,2024-01-21
Florida,FL,West Palm Beach-Boca Raton,3.211,3.648,3.979,3.97,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Bradenton-Sarasota-Venice,2.972,3.399,3.714,3.8,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Crestview-Fort Walton Beach,2.833,3.197,3.565,3.744,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Homosassa Springs,3.051,3.494,3.84,3.9,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Lakeland-Winter Haven,2.959,3.344,3.67,3.838,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Melbourne-Titusville,2.934,3.368,3.694,3.788,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Naples,3.083,3.507,3.853,3.937,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Ocala,2.993,3.365,3.72,3.846,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Panama City,2.838,3.245,3.591,3.758,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Port St. Lucie,3.079,3.48,3.85,3.866,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Punta Gorda,2.945,3.396,3.741,3.763,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Sebastian-Vero Beach,3.01,3.427,3.805,3.893,U.S Dollar,US Gallon,2024-01-21
Florida,FL,Sebring,3.028,3.388,3.741,3.777,U.S Dollar,US Gallon,2024-01-21
Florida,FL,The Villages,2.975,3.368,3.739,3.785,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Atlanta,2.955,3.414,3.805,3.988,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Macon,2.977,3.416,3.807,3.915,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Savannah,3.11,3.536,3.904,3.899,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Augusta-Aiken (GA only),2.928,3.387,3.765,3.802,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Columbus (GA only),2.997,3.401,3.752,3.952,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Albany,2.966,3.357,3.764,3.965,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Athens,2.923,3.368,3.745,3.952,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Valdosta,2.939,3.337,3.724,3.781,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Brunswick,3.043,3.445,3.813,3.914,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Catoosa-Dade-Walker,2.771,3.215,3.576,3.873,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Dalton,2.831,3.271,3.619,3.85,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Gainesville,2.918,3.326,3.736,3.952,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Hinesville-Fort Stewart,3.072,3.421,3.823,3.942,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Rome,2.889,3.338,3.737,3.842,U.S Dollar,US Gallon,2024-01-21
Georgia,GA,Warner Robins,2.897,3.268,3.666,3.788,U.S Dollar,US Gallon,2024-01-21
Hawaii,HI,Hilo,4.772,4.941,5.25,5.503,U.S Dollar,US Gallon,2024-01-21
Hawaii,HI,Wailuku,4.793,5.012,5.1,5.599,U.S Dollar,US Gallon,2024-01-21
Hawaii,HI,Honolulu,4.531,4.778,5.053,5.514,U.S Dollar,US Gallon,2024-01-21
Hawaii,HI,Kahului,4.793,5.012,5.1,5.599,U.S Dollar,US Gallon,2024-01-21
Hawaii,HI,Lihue (Kauai),5.19,5.513,5.715,6.237,U.S Dollar,US Gallon,2024-01-21
Iowa,IA,Cedar Rapids,2.756,3.196,3.622,3.512,U.S Dollar,US Gallon,2024-01-21
Iowa,IA,Des Moines,2.598,3.029,3.368,3.533,U.S Dollar,US Gallon,2024-01-21
Iowa,IA,Waterloo-Cedar Falls,2.755,3.117,3.567,3.541,U.S Dollar,US Gallon,2024-01-21
