State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.538,3.775,3.966,3.906,U.S Dollar,US Gallon,2024-01-16
Alabama,AL,2.811,3.237,3.627,3.737,U.S Dollar,US Gallon,2024-01-16
Arkansas,AR,2.63,3.03,3.411,3.587,U.S Dollar,US Gallon,2024-01-16
Arizona,AZ,3.158,3.47,3.755,3.919,U.S Dollar,US Gallon,2024-01-16
California,CA,4.556,4.766,4.928,5.344,U.S Dollar,US Gallon,2024-01-16
Colorado,CO,2.672,3.052,3.347,3.545,U.S Dollar,US Gallon,2024-01-16
Connecticut,CT,3.15,3.743,4.141,4.239,U.S Dollar,US Gallon,2024-01-16
District of Columbia,DC,3.201,3.763,4.181,4.307,U.S Dollar,US Gallon,2024-01-16
Delaware,DE,2.946,3.484,3.793,3.784,U.S Dollar,US Gallon,2024-01-16
Florida,FL,3.069,3.49,3.814,3.813,U.S Dollar,US Gallon,2024-01-16
Georgia,GA,2.964,3.404,3.789,3.949,U.S Dollar,US Gallon,2024-01-16
Hawaii,HI,4.67,4.898,5.146,5.603,U.S Dollar,US Gallon,2024-01-16
Iowa,IA,2.73,3.061,3.52,3.578,U.S Dollar,US Gallon,2024-01-16
Idaho,ID,3.04,3.228,3.476,3.908,U.S Dollar,US Gallon,2024-01-16
Illinois,IL,3.147,3.63,4.069,3.845,U.S Dollar,US Gallon,2024-01-16
Indiana,IN,2.897,3.396,3.85,3.87,U.S Dollar,US Gallon,2024-01-16
Kansas,KS,2.656,2.959,3.275,3.611,U.S Dollar,US Gallon,2024-01-16
Kentucky,KY,2.784,3.241,3.638,3.682,U.S Dollar,US Gallon,2024-01-16
Louisiana,LA,2.765,3.179,3.555,3.575,U.S Dollar,US Gallon,2024-01-16
Massachusetts,MA,3.137,3.723,4.067,4.168,U.S Dollar,US Gallon,2024-01-16
Maryland,MD,3.074,3.626,3.934,3.877,U.S Dollar,US Gallon,2024-01-16
Maine,ME,3.173,3.58,3.997,4.311,U.S Dollar,US Gallon,2024-01-16
Michigan,MI,2.953,3.459,3.951,3.871,U.S Dollar,US Gallon,2024-01-16
Minnesota,MN,2.786,3.119,3.522,3.783,U.S Dollar,US Gallon,2024-01-16
Missouri,MO,2.639,2.99,3.295,3.513,U.S Dollar,US Gallon,2024-01-16
Mississippi,MS,2.675,3.077,3.462,3.554,U.S Dollar,US Gallon,2024-01-16
Montana,MT,2.901,3.171,3.502,3.63,U.S Dollar,US Gallon,2024-01-16
North Carolina,NC,2.918,3.347,3.727,3.862,U.S Dollar,US Gallon,2024-01-16
North Dakota,ND,2.788,3.108,3.467,3.877,U.S Dollar,US Gallon,2024-01-16
Nebraska,NE,2.76,3.003,3.413,3.6,U.S Dollar,US Gallon,2024-01-16
New Hampshire,NH,3.05,3.525,3.955,4.136,U.S Dollar,US Gallon,2024-01-16
New Jersey,NJ,3.057,3.669,3.936,4.033,U.S Dollar,US Gallon,2024-01-16
New Mexico,NM,2.855,3.236,3.522,3.789,U.S Dollar,US Gallon,2024-01-16
Nevada,NV,3.814,4.073,4.298,4.101,U.S Dollar,US Gallon,2024-01-16
New York,NY,3.279,3.793,4.18,4.418,U.S Dollar,US Gallon,2024-01-16
Ohio,OH,2.852,3.323,3.788,3.808,U.S Dollar,US Gallon,2024-01-16
Oklahoma,OK,2.564,2.897,3.18,3.406,U.S Dollar,US Gallon,2024-01-16
Oregon,OR,3.67,3.893,4.099,4.244,U.S Dollar,US Gallon,2024-01-16
Pennsylvania,PA,3.333,3.741,4.063,4.468,U.S Dollar,US Gallon,2024-01-16
Rhode Island,RI,3.037,3.696,4.048,4.208,U.S Dollar,US Gallon,2024-01-16
South Carolina,SC,2.849,3.265,3.614,3.713,U.S Dollar,US Gallon,2024-01-16
South Dakota,SD,2.864,3.054,3.525,3.736,U.S Dollar,US Gallon,2024-01-16
Tennessee,TN,2.724,3.125,3.505,3.653,U.S Dollar,US Gallon,2024-01-16
Texas,TX,2.662,3.076,3.409,3.468,U.S Dollar,US Gallon,2024-01-16
Utah,UT,2.759,2.985,3.19,3.689,U.S Dollar,US Gallon,2024-01-16
Virginia,VA,2.95,3.405,3.763,3.904,U.S Dollar,US Gallon,2024-01-16
Vermont,VT,3.217,3.736,4.184,4.25,U.S Dollar,US Gallon,2024-01-16
Washington,WA,4.012,4.255,4.475,4.805,U.S Dollar,US Gallon,2024-01-16
Wisconsin,WI,2.757,3.229,3.639,3.623,U.S Dollar,US Gallon,2024-01-16
West Virginia,WV,2.909,3.257,3.614,3.909,U.S Dollar,US Gallon,2024-01-16
Wyoming,WY,2.721,2.997,3.315,3.796,U.S Dollar,US Gallon,2024-01-16
