State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.968,4.08,4.285,4.303,U.S Dollar,US Gallon,2023-04-25
Alabama,AL,3.256,3.624,4.003,3.945,U.S Dollar,US Gallon,2023-04-25
Arkansas,AR,3.232,3.589,3.974,3.876,U.S Dollar,US Gallon,2023-04-25
Arizona,AZ,4.699,5.012,5.293,4.608,U.S Dollar,US Gallon,2023-04-25
California,CA,4.891,5.1,5.246,5.279,U.S Dollar,US Gallon,2023-04-25
Colorado,CO,3.545,3.895,4.197,4.138,U.S Dollar,US Gallon,2023-04-25
Connecticut,CT,3.592,4.062,4.448,4.425,U.S Dollar,US Gallon,2023-04-25
District of Columbia,DC,3.722,4.326,4.678,4.42,U.S Dollar,US Gallon,2023-04-25
Delaware,DE,3.5,3.951,4.205,3.916,U.S Dollar,US Gallon,2023-04-25
Florida,FL,3.704,4.083,4.393,4.053,U.S Dollar,US Gallon,2023-04-25
Georgia,GA,3.359,3.733,4.106,4.063,U.S Dollar,US Gallon,2023-04-25
Hawaii,HI,4.779,4.997,5.262,5.886,U.S Dollar,US Gallon,2023-04-25
Iowa,IA,3.502,3.763,4.223,3.927,U.S Dollar,US Gallon,2023-04-25
Idaho,ID,3.682,3.867,4.115,4.096,U.S Dollar,US Gallon,2023-04-25
Illinois,IL,4.056,4.535,4.947,4.191,U.S Dollar,US Gallon,2023-04-25
Indiana,IN,3.59,4.064,4.502,4.251,U.S Dollar,US Gallon,2023-04-25
Kansas,KS,3.406,3.691,3.996,3.878,U.S Dollar,US Gallon,2023-04-25
Kentucky,KY,3.399,3.841,4.209,4.045,U.S Dollar,US Gallon,2023-04-25
Louisiana,LA,3.242,3.605,3.97,3.829,U.S Dollar,US Gallon,2023-04-25
Massachusetts,MA,3.485,3.997,4.346,4.515,U.S Dollar,US Gallon,2023-04-25
Maryland,MD,3.561,4.064,4.324,4.03,U.S Dollar,US Gallon,2023-04-25
Maine,ME,3.54,3.937,4.324,4.764,U.S Dollar,US Gallon,2023-04-25
Michigan,MI,3.582,4.073,4.532,4.188,U.S Dollar,US Gallon,2023-04-25
Minnesota,MN,3.576,3.868,4.25,4.113,U.S Dollar,US Gallon,2023-04-25
Missouri,MO,3.364,3.65,3.972,3.843,U.S Dollar,US Gallon,2023-04-25
Mississippi,MS,3.133,3.482,3.847,3.838,U.S Dollar,US Gallon,2023-04-25
Montana,MT,3.486,3.761,4.029,4.108,U.S Dollar,US Gallon,2023-04-25
North Carolina,NC,3.46,3.839,4.191,4.006,U.S Dollar,US Gallon,2023-04-25
North Dakota,ND,3.511,3.762,4.137,4.051,U.S Dollar,US Gallon,2023-04-25
Nebraska,NE,3.502,3.703,4.156,3.933,U.S Dollar,US Gallon,2023-04-25
New Hampshire,NH,3.455,3.888,4.299,4.519,U.S Dollar,US Gallon,2023-04-25
New Jersey,NJ,3.517,4.016,4.282,4.009,U.S Dollar,US Gallon,2023-04-25
New Mexico,NM,3.635,3.957,4.239,4.401,U.S Dollar,US Gallon,2023-04-25
Nevada,NV,4.266,4.514,4.745,4.47,U.S Dollar,US Gallon,2023-04-25
New York,NY,3.691,4.123,4.476,4.809,U.S Dollar,US Gallon,2023-04-25
Ohio,OH,3.573,4.028,4.458,4.158,U.S Dollar,US Gallon,2023-04-25
Oklahoma,OK,3.353,3.684,3.94,3.803,U.S Dollar,US Gallon,2023-04-25
Oregon,OR,4.094,4.281,4.488,4.567,U.S Dollar,US Gallon,2023-04-25
Pennsylvania,PA,3.772,4.144,4.453,4.62,U.S Dollar,US Gallon,2023-04-25
Rhode Island,RI,3.496,4.102,4.43,4.522,U.S Dollar,US Gallon,2023-04-25
South Carolina,SC,3.317,3.689,4.04,3.885,U.S Dollar,US Gallon,2023-04-25
South Dakota,SD,3.557,3.687,4.155,3.979,U.S Dollar,US Gallon,2023-04-25
Tennessee,TN,3.305,3.686,4.041,3.896,U.S Dollar,US Gallon,2023-04-25
Texas,TX,3.268,3.648,3.975,3.635,U.S Dollar,US Gallon,2023-04-25
Utah,UT,3.767,3.975,4.169,4.025,U.S Dollar,US Gallon,2023-04-25
Virginia,VA,3.475,3.875,4.211,4.052,U.S Dollar,US Gallon,2023-04-25
Vermont,VT,3.58,3.982,4.408,4.276,U.S Dollar,US Gallon,2023-04-25
Washington,WA,4.58,4.787,4.987,4.99,U.S Dollar,US Gallon,2023-04-25
Wisconsin,WI,3.444,3.874,4.292,3.828,U.S Dollar,US Gallon,2023-04-25
West Virginia,WV,3.536,3.858,4.185,4.241,U.S Dollar,US Gallon,2023-04-25
Wyoming,WY,3.433,3.659,3.937,4.258,U.S Dollar,US Gallon,2023-04-25
