State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.674,3.85,4.071,3.879,U.S Dollar,US Gallon,2024-03-08
Alabama,AL,3.095,3.507,3.892,3.867,U.S Dollar,US Gallon,2024-03-08
Arkansas,AR,3.079,3.469,3.838,3.708,U.S Dollar,US Gallon,2024-03-08
Arizona,AZ,3.587,3.903,4.193,4.009,U.S Dollar,US Gallon,2024-03-08
California,CA,4.872,5.09,5.249,5.407,U.S Dollar,US Gallon,2024-03-08
Colorado,CO,3.014,3.384,3.7,3.754,U.S Dollar,US Gallon,2024-03-08
Connecticut,CT,3.294,3.84,4.238,4.226,U.S Dollar,US Gallon,2024-03-08
District of Columbia,DC,3.488,4.025,4.467,4.34,U.S Dollar,US Gallon,2024-03-08
Delaware,DE,3.249,3.752,4.052,4.05,U.S Dollar,US Gallon,2024-03-08
Florida,FL,3.462,3.871,4.191,4.023,U.S Dollar,US Gallon,2024-03-08
Georgia,GA,3.207,3.629,4.018,4.02,U.S Dollar,US Gallon,2024-03-08
Hawaii,HI,4.716,4.924,5.173,5.599,U.S Dollar,US Gallon,2024-03-08
Iowa,IA,3.156,3.456,3.892,3.764,U.S Dollar,US Gallon,2024-03-08
Idaho,ID,3.282,3.501,3.756,4.213,U.S Dollar,US Gallon,2024-03-08
Illinois,IL,3.736,4.21,4.643,4.062,U.S Dollar,US Gallon,2024-03-08
Indiana,IN,3.36,3.846,4.299,3.966,U.S Dollar,US Gallon,2024-03-08
Kansas,KS,3.159,3.482,3.787,3.7,U.S Dollar,US Gallon,2024-03-08
Kentucky,KY,3.124,3.575,3.979,3.844,U.S Dollar,US Gallon,2024-03-08
Louisiana,LA,3.034,3.449,3.813,3.752,U.S Dollar,US Gallon,2024-03-08
Massachusetts,MA,3.197,3.752,4.115,4.194,U.S Dollar,US Gallon,2024-03-08
Maryland,MD,3.358,3.899,4.194,4.146,U.S Dollar,US Gallon,2024-03-08
Maine,ME,3.23,3.64,4.043,4.358,U.S Dollar,US Gallon,2024-03-08
Michigan,MI,3.546,4.005,4.499,4.002,U.S Dollar,US Gallon,2024-03-08
Minnesota,MN,3.173,3.502,3.893,3.816,U.S Dollar,US Gallon,2024-03-08
Missouri,MO,3.203,3.504,3.808,3.673,U.S Dollar,US Gallon,2024-03-08
Mississippi,MS,2.945,3.353,3.717,3.699,U.S Dollar,US Gallon,2024-03-08
Montana,MT,3.384,3.681,3.976,3.893,U.S Dollar,US Gallon,2024-03-08
North Carolina,NC,3.221,3.63,4.004,4.014,U.S Dollar,US Gallon,2024-03-08
North Dakota,ND,3.246,3.538,3.847,3.866,U.S Dollar,US Gallon,2024-03-08
Nebraska,NE,3.187,3.384,3.838,3.681,U.S Dollar,US Gallon,2024-03-08
New Hampshire,NH,3.138,3.602,4.021,4.17,U.S Dollar,US Gallon,2024-03-08
New Jersey,NJ,3.186,3.747,4.007,4.058,U.S Dollar,US Gallon,2024-03-08
New Mexico,NM,3.107,3.477,3.755,3.866,U.S Dollar,US Gallon,2024-03-08
Nevada,NV,4.104,4.365,4.592,4.245,U.S Dollar,US Gallon,2024-03-08
New York,NY,3.342,3.839,4.224,4.404,U.S Dollar,US Gallon,2024-03-08
Ohio,OH,3.376,3.83,4.293,3.923,U.S Dollar,US Gallon,2024-03-08
Oklahoma,OK,3.098,3.44,3.717,3.572,U.S Dollar,US Gallon,2024-03-08
Oregon,OR,3.917,4.113,4.346,4.212,U.S Dollar,US Gallon,2024-03-08
Pennsylvania,PA,3.537,3.933,4.245,4.472,U.S Dollar,US Gallon,2024-03-08
Rhode Island,RI,3.165,3.794,4.132,4.241,U.S Dollar,US Gallon,2024-03-08
South Carolina,SC,3.139,3.553,3.919,3.898,U.S Dollar,US Gallon,2024-03-08
South Dakota,SD,3.185,3.335,3.765,3.72,U.S Dollar,US Gallon,2024-03-08
Tennessee,TN,3.087,3.491,3.86,3.812,U.S Dollar,US Gallon,2024-03-08
Texas,TX,2.941,3.358,3.694,3.68,U.S Dollar,US Gallon,2024-03-08
Utah,UT,3.251,3.489,3.693,4.17,U.S Dollar,US Gallon,2024-03-08
Virginia,VA,3.251,3.674,4.029,4.048,U.S Dollar,US Gallon,2024-03-08
Vermont,VT,3.26,3.811,4.214,4.266,U.S Dollar,US Gallon,2024-03-08
Washington,WA,4.182,4.435,4.643,4.661,U.S Dollar,US Gallon,2024-03-08
Wisconsin,WI,3.255,3.689,4.131,3.764,U.S Dollar,US Gallon,2024-03-08
West Virginia,WV,3.283,3.655,4.016,3.982,U.S Dollar,US Gallon,2024-03-08
Wyoming,WY,3.084,3.348,3.623,3.907,U.S Dollar,US Gallon,2024-03-08
