State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.939,4.045,4.262,4.28,U.S Dollar,US Gallon,2023-04-24
Alabama,AL,3.262,3.618,3.997,3.939,U.S Dollar,US Gallon,2023-04-24
Arkansas,AR,3.236,3.593,3.968,3.865,U.S Dollar,US Gallon,2023-04-24
Arizona,AZ,4.693,5.007,5.289,4.597,U.S Dollar,US Gallon,2023-04-24
California,CA,4.896,5.094,5.25,5.272,U.S Dollar,US Gallon,2023-04-24
Colorado,CO,3.551,3.906,4.202,4.128,U.S Dollar,US Gallon,2023-04-24
Connecticut,CT,3.593,4.056,4.457,4.418,U.S Dollar,US Gallon,2023-04-24
District of Columbia,DC,3.719,4.282,4.724,4.422,U.S Dollar,US Gallon,2023-04-24
Delaware,DE,3.526,3.979,4.24,3.952,U.S Dollar,US Gallon,2023-04-24
Florida,FL,3.711,4.084,4.395,4.05,U.S Dollar,US Gallon,2023-04-24
Georgia,GA,3.367,3.733,4.108,4.044,U.S Dollar,US Gallon,2023-04-24
Hawaii,HI,4.766,4.992,5.246,5.871,U.S Dollar,US Gallon,2023-04-24
Iowa,IA,3.515,3.789,4.257,3.933,U.S Dollar,US Gallon,2023-04-24
Idaho,ID,3.638,3.818,4.064,4.09,U.S Dollar,US Gallon,2023-04-24
Illinois,IL,4.067,4.542,4.952,4.195,U.S Dollar,US Gallon,2023-04-24
Indiana,IN,3.607,4.076,4.516,4.255,U.S Dollar,US Gallon,2023-04-24
Kansas,KS,3.413,3.691,4,3.873,U.S Dollar,US Gallon,2023-04-24
Kentucky,KY,3.401,3.839,4.21,4.05,U.S Dollar,US Gallon,2023-04-24
Louisiana,LA,3.25,3.608,3.955,3.833,U.S Dollar,US Gallon,2023-04-24
Massachusetts,MA,3.484,3.996,4.342,4.514,U.S Dollar,US Gallon,2023-04-24
Maryland,MD,3.576,4.072,4.337,4.069,U.S Dollar,US Gallon,2023-04-24
Maine,ME,3.544,3.942,4.349,4.796,U.S Dollar,US Gallon,2023-04-24
Michigan,MI,3.606,4.081,4.545,4.186,U.S Dollar,US Gallon,2023-04-24
Minnesota,MN,3.581,3.873,4.257,4.12,U.S Dollar,US Gallon,2023-04-24
Missouri,MO,3.375,3.657,3.975,3.844,U.S Dollar,US Gallon,2023-04-24
Mississippi,MS,3.139,3.486,3.838,3.809,U.S Dollar,US Gallon,2023-04-24
Montana,MT,3.482,3.747,4.033,4.115,U.S Dollar,US Gallon,2023-04-24
North Carolina,NC,3.475,3.845,4.198,4.004,U.S Dollar,US Gallon,2023-04-24
North Dakota,ND,3.513,3.776,4.146,4.054,U.S Dollar,US Gallon,2023-04-24
Nebraska,NE,3.5,3.706,4.159,3.929,U.S Dollar,US Gallon,2023-04-24
New Hampshire,NH,3.454,3.88,4.286,4.532,U.S Dollar,US Gallon,2023-04-24
New Jersey,NJ,3.525,4.005,4.282,4.008,U.S Dollar,US Gallon,2023-04-24
New Mexico,NM,3.642,3.969,4.25,4.381,U.S Dollar,US Gallon,2023-04-24
Nevada,NV,4.272,4.507,4.753,4.47,U.S Dollar,US Gallon,2023-04-24
New York,NY,3.688,4.114,4.468,4.803,U.S Dollar,US Gallon,2023-04-24
Ohio,OH,3.592,4.04,4.471,4.168,U.S Dollar,US Gallon,2023-04-24
Oklahoma,OK,3.353,3.685,3.947,3.802,U.S Dollar,US Gallon,2023-04-24
Oregon,OR,4.09,4.26,4.47,4.549,U.S Dollar,US Gallon,2023-04-24
Pennsylvania,PA,3.779,4.144,4.452,4.625,U.S Dollar,US Gallon,2023-04-24
Rhode Island,RI,3.506,4.08,4.413,4.498,U.S Dollar,US Gallon,2023-04-24
South Carolina,SC,3.331,3.694,4.047,3.878,U.S Dollar,US Gallon,2023-04-24
South Dakota,SD,3.552,3.731,4.153,3.985,U.S Dollar,US Gallon,2023-04-24
Tennessee,TN,3.317,3.693,4.052,3.897,U.S Dollar,US Gallon,2023-04-24
Texas,TX,3.287,3.655,3.987,3.639,U.S Dollar,US Gallon,2023-04-24
Utah,UT,3.688,3.902,4.099,3.997,U.S Dollar,US Gallon,2023-04-24
Virginia,VA,3.486,3.88,4.222,4.059,U.S Dollar,US Gallon,2023-04-24
Vermont,VT,3.575,3.971,4.396,4.266,U.S Dollar,US Gallon,2023-04-24
Washington,WA,4.578,4.768,4.97,4.984,U.S Dollar,US Gallon,2023-04-24
Wisconsin,WI,3.455,3.888,4.296,3.836,U.S Dollar,US Gallon,2023-04-24
West Virginia,WV,3.539,3.865,4.199,4.235,U.S Dollar,US Gallon,2023-04-24
Wyoming,WY,3.438,3.652,3.921,4.273,U.S Dollar,US Gallon,2023-04-24
