State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.982,4.106,4.319,4.26,U.S Dollar,US Gallon,2023-05-05
Alabama,AL,3.149,3.536,3.9,3.854,U.S Dollar,US Gallon,2023-05-05
Arkansas,AR,3.156,3.531,3.901,3.811,U.S Dollar,US Gallon,2023-05-05
Arizona,AZ,4.7,5.032,5.304,4.621,U.S Dollar,US Gallon,2023-05-05
California,CA,4.835,5.05,5.196,5.216,U.S Dollar,US Gallon,2023-05-05
Colorado,CO,3.446,3.81,4.1,4.077,U.S Dollar,US Gallon,2023-05-05
Connecticut,CT,3.564,4.041,4.432,4.338,U.S Dollar,US Gallon,2023-05-05
District of Columbia,DC,3.647,4.138,4.587,4.428,U.S Dollar,US Gallon,2023-05-05
Delaware,DE,3.361,3.812,4.068,3.814,U.S Dollar,US Gallon,2023-05-05
Florida,FL,3.586,3.981,4.279,3.964,U.S Dollar,US Gallon,2023-05-05
Georgia,GA,3.27,3.658,4.043,3.983,U.S Dollar,US Gallon,2023-05-05
Hawaii,HI,4.777,4.993,5.263,5.896,U.S Dollar,US Gallon,2023-05-05
Iowa,IA,3.36,3.607,4.057,3.826,U.S Dollar,US Gallon,2023-05-05
Idaho,ID,3.756,3.971,4.212,4.11,U.S Dollar,US Gallon,2023-05-05
Illinois,IL,3.982,4.48,4.891,4.133,U.S Dollar,US Gallon,2023-05-05
Indiana,IN,3.447,3.936,4.357,4.183,U.S Dollar,US Gallon,2023-05-05
Kansas,KS,3.307,3.6,3.909,3.803,U.S Dollar,US Gallon,2023-05-05
Kentucky,KY,3.311,3.774,4.151,3.974,U.S Dollar,US Gallon,2023-05-05
Louisiana,LA,3.138,3.517,3.879,3.713,U.S Dollar,US Gallon,2023-05-05
Massachusetts,MA,3.474,4.01,4.339,4.425,U.S Dollar,US Gallon,2023-05-05
Maryland,MD,3.438,3.943,4.21,3.941,U.S Dollar,US Gallon,2023-05-05
Maine,ME,3.493,3.878,4.301,4.6,U.S Dollar,US Gallon,2023-05-05
Michigan,MI,3.409,3.91,4.374,4.098,U.S Dollar,US Gallon,2023-05-05
Minnesota,MN,3.493,3.802,4.179,4.007,U.S Dollar,US Gallon,2023-05-05
Missouri,MO,3.276,3.58,3.9,3.756,U.S Dollar,US Gallon,2023-05-05
Mississippi,MS,3.042,3.421,3.759,3.734,U.S Dollar,US Gallon,2023-05-05
Montana,MT,3.482,3.776,4.036,4.081,U.S Dollar,US Gallon,2023-05-05
North Carolina,NC,3.339,3.728,4.085,3.922,U.S Dollar,US Gallon,2023-05-05
North Dakota,ND,3.441,3.725,4.064,3.982,U.S Dollar,US Gallon,2023-05-05
Nebraska,NE,3.41,3.588,4.014,3.824,U.S Dollar,US Gallon,2023-05-05
New Hampshire,NH,3.407,3.857,4.268,4.418,U.S Dollar,US Gallon,2023-05-05
New Jersey,NJ,3.45,3.979,4.233,3.911,U.S Dollar,US Gallon,2023-05-05
New Mexico,NM,3.533,3.859,4.129,4.336,U.S Dollar,US Gallon,2023-05-05
Nevada,NV,4.232,4.489,4.712,4.481,U.S Dollar,US Gallon,2023-05-05
New York,NY,3.698,4.139,4.489,4.729,U.S Dollar,US Gallon,2023-05-05
Ohio,OH,3.399,3.86,4.297,4.063,U.S Dollar,US Gallon,2023-05-05
Oklahoma,OK,3.237,3.567,3.819,3.678,U.S Dollar,US Gallon,2023-05-05
Oregon,OR,4.12,4.323,4.525,4.529,U.S Dollar,US Gallon,2023-05-05
Pennsylvania,PA,3.71,4.092,4.398,4.556,U.S Dollar,US Gallon,2023-05-05
Rhode Island,RI,3.471,4.076,4.402,4.428,U.S Dollar,US Gallon,2023-05-05
South Carolina,SC,3.2,3.592,3.946,3.808,U.S Dollar,US Gallon,2023-05-05
South Dakota,SD,3.491,3.631,4.083,3.875,U.S Dollar,US Gallon,2023-05-05
Tennessee,TN,3.155,3.551,3.892,3.796,U.S Dollar,US Gallon,2023-05-05
Texas,TX,3.1,3.491,3.825,3.508,U.S Dollar,US Gallon,2023-05-05
Utah,UT,3.939,4.161,4.353,4.164,U.S Dollar,US Gallon,2023-05-05
Virginia,VA,3.37,3.788,4.114,3.955,U.S Dollar,US Gallon,2023-05-05
Vermont,VT,3.55,3.978,4.397,4.16,U.S Dollar,US Gallon,2023-05-05
Washington,WA,4.588,4.809,5.014,4.977,U.S Dollar,US Gallon,2023-05-05
Wisconsin,WI,3.366,3.807,4.228,3.757,U.S Dollar,US Gallon,2023-05-05
West Virginia,WV,3.481,3.798,4.12,4.161,U.S Dollar,US Gallon,2023-05-05
Wyoming,WY,3.41,3.652,3.923,4.226,U.S Dollar,US Gallon,2023-05-05
