State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.719,3.954,4.111,4.093,U.S Dollar,US Gallon,2023-12-18
Alabama,AL,2.73,3.132,3.504,3.749,U.S Dollar,US Gallon,2023-12-18
Arkansas,AR,2.669,3.063,3.434,3.684,U.S Dollar,US Gallon,2023-12-18
Arizona,AZ,3.191,3.498,3.786,4.052,U.S Dollar,US Gallon,2023-12-18
California,CA,4.606,4.814,4.977,5.51,U.S Dollar,US Gallon,2023-12-18
Colorado,CO,2.741,3.103,3.401,3.729,U.S Dollar,US Gallon,2023-12-18
Connecticut,CT,3.243,3.838,4.249,4.357,U.S Dollar,US Gallon,2023-12-18
District of Columbia,DC,3.274,3.881,4.229,4.361,U.S Dollar,US Gallon,2023-12-18
Delaware,DE,2.96,3.479,3.775,3.971,U.S Dollar,US Gallon,2023-12-18
Florida,FL,2.855,3.27,3.603,3.679,U.S Dollar,US Gallon,2023-12-18
Georgia,GA,2.962,3.384,3.768,3.965,U.S Dollar,US Gallon,2023-12-18
Hawaii,HI,4.688,4.893,5.152,5.611,U.S Dollar,US Gallon,2023-12-18
Iowa,IA,2.757,3.101,3.557,3.743,U.S Dollar,US Gallon,2023-12-18
Idaho,ID,3.331,3.522,3.762,4.203,U.S Dollar,US Gallon,2023-12-18
Illinois,IL,3.162,3.665,4.087,4.002,U.S Dollar,US Gallon,2023-12-18
Indiana,IN,2.742,3.245,3.7,4.061,U.S Dollar,US Gallon,2023-12-18
Kansas,KS,2.711,3.01,3.314,3.712,U.S Dollar,US Gallon,2023-12-18
Kentucky,KY,2.725,3.184,3.588,3.788,U.S Dollar,US Gallon,2023-12-18
Louisiana,LA,2.667,3.07,3.442,3.585,U.S Dollar,US Gallon,2023-12-18
Massachusetts,MA,3.27,3.853,4.211,4.282,U.S Dollar,US Gallon,2023-12-18
Maryland,MD,3.1,3.639,3.945,4.058,U.S Dollar,US Gallon,2023-12-18
Maine,ME,3.23,3.645,4.053,4.357,U.S Dollar,US Gallon,2023-12-18
Michigan,MI,2.952,3.481,3.974,4.038,U.S Dollar,US Gallon,2023-12-18
Minnesota,MN,2.876,3.23,3.624,3.965,U.S Dollar,US Gallon,2023-12-18
Missouri,MO,2.638,3.002,3.31,3.615,U.S Dollar,US Gallon,2023-12-18
Mississippi,MS,2.613,2.98,3.342,3.563,U.S Dollar,US Gallon,2023-12-18
Montana,MT,2.99,3.262,3.585,3.701,U.S Dollar,US Gallon,2023-12-18
North Carolina,NC,2.893,3.309,3.688,3.951,U.S Dollar,US Gallon,2023-12-18
North Dakota,ND,2.903,3.198,3.589,3.927,U.S Dollar,US Gallon,2023-12-18
Nebraska,NE,2.842,3.081,3.553,3.732,U.S Dollar,US Gallon,2023-12-18
New Hampshire,NH,3.147,3.633,4.042,4.202,U.S Dollar,US Gallon,2023-12-18
New Jersey,NJ,3.113,3.715,3.994,4.135,U.S Dollar,US Gallon,2023-12-18
New Mexico,NM,2.848,3.241,3.522,3.897,U.S Dollar,US Gallon,2023-12-18
Nevada,NV,3.93,4.193,4.419,4.317,U.S Dollar,US Gallon,2023-12-18
New York,NY,3.414,3.92,4.295,4.511,U.S Dollar,US Gallon,2023-12-18
Ohio,OH,2.698,3.177,3.642,3.996,U.S Dollar,US Gallon,2023-12-18
Oklahoma,OK,2.628,2.922,3.227,3.537,U.S Dollar,US Gallon,2023-12-18
Oregon,OR,3.854,4.074,4.303,4.43,U.S Dollar,US Gallon,2023-12-18
Pennsylvania,PA,3.435,3.836,4.153,4.583,U.S Dollar,US Gallon,2023-12-18
Rhode Island,RI,3.155,3.823,4.151,4.293,U.S Dollar,US Gallon,2023-12-18
South Carolina,SC,2.762,3.158,3.519,3.758,U.S Dollar,US Gallon,2023-12-18
South Dakota,SD,2.975,3.199,3.666,3.736,U.S Dollar,US Gallon,2023-12-18
Tennessee,TN,2.751,3.146,3.515,3.758,U.S Dollar,US Gallon,2023-12-18
Texas,TX,2.538,2.921,3.264,3.425,U.S Dollar,US Gallon,2023-12-18
Utah,UT,2.933,3.167,3.372,3.929,U.S Dollar,US Gallon,2023-12-18
Virginia,VA,2.961,3.407,3.76,3.899,U.S Dollar,US Gallon,2023-12-18
Vermont,VT,3.343,3.899,4.318,4.348,U.S Dollar,US Gallon,2023-12-18
Washington,WA,4.204,4.409,4.64,4.981,U.S Dollar,US Gallon,2023-12-18
Wisconsin,WI,2.711,3.178,3.609,3.737,U.S Dollar,US Gallon,2023-12-18
West Virginia,WV,3.024,3.366,3.718,3.993,U.S Dollar,US Gallon,2023-12-18
Wyoming,WY,2.936,3.175,3.484,4.027,U.S Dollar,US Gallon,2023-12-18
