State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.729,3.898,4.083,4.543,U.S Dollar,US Gallon,2023-01-18
Alabama,AL,3.098,3.474,3.84,4.463,U.S Dollar,US Gallon,2023-01-18
Arkansas,AR,3.026,3.354,3.711,4.137,U.S Dollar,US Gallon,2023-01-18
Arizona,AZ,3.41,3.676,3.957,4.558,U.S Dollar,US Gallon,2023-01-18
California,CA,4.428,4.627,4.775,5.623,U.S Dollar,US Gallon,2023-01-18
Colorado,CO,3.481,3.819,4.113,4.506,U.S Dollar,US Gallon,2023-01-18
Connecticut,CT,3.216,3.79,4.221,5.027,U.S Dollar,US Gallon,2023-01-18
District of Columbia,DC,3.544,4.104,4.485,5.115,U.S Dollar,US Gallon,2023-01-18
Delaware,DE,3.307,3.725,3.968,4.278,U.S Dollar,US Gallon,2023-01-18
Florida,FL,3.385,3.751,4.076,4.739,U.S Dollar,US Gallon,2023-01-18
Georgia,GA,3.163,3.528,3.902,4.674,U.S Dollar,US Gallon,2023-01-18
Hawaii,HI,4.978,5.219,5.471,6.053,U.S Dollar,US Gallon,2023-01-18
Iowa,IA,3.219,3.433,3.933,4.207,U.S Dollar,US Gallon,2023-01-18
Idaho,ID,3.402,3.607,3.812,4.805,U.S Dollar,US Gallon,2023-01-18
Illinois,IL,3.54,3.967,4.407,4.477,U.S Dollar,US Gallon,2023-01-18
Indiana,IN,3.389,3.821,4.247,4.787,U.S Dollar,US Gallon,2023-01-18
Kansas,KS,3.001,3.267,3.586,4.047,U.S Dollar,US Gallon,2023-01-18
Kentucky,KY,3.065,3.46,3.831,4.46,U.S Dollar,US Gallon,2023-01-18
Louisiana,LA,3.039,3.41,3.758,4.29,U.S Dollar,US Gallon,2023-01-18
Massachusetts,MA,3.325,3.906,4.242,5.083,U.S Dollar,US Gallon,2023-01-18
Maryland,MD,3.377,3.852,4.094,4.49,U.S Dollar,US Gallon,2023-01-18
Maine,ME,3.372,3.755,4.105,5.396,U.S Dollar,US Gallon,2023-01-18
Michigan,MI,3.292,3.731,4.203,4.669,U.S Dollar,US Gallon,2023-01-18
Minnesota,MN,3.256,3.485,3.889,4.292,U.S Dollar,US Gallon,2023-01-18
Missouri,MO,3.062,3.31,3.651,4.096,U.S Dollar,US Gallon,2023-01-18
Mississippi,MS,2.957,3.315,3.657,4.289,U.S Dollar,US Gallon,2023-01-18
Montana,MT,3.059,3.335,3.615,4.401,U.S Dollar,US Gallon,2023-01-18
North Carolina,NC,3.231,3.588,3.944,4.554,U.S Dollar,US Gallon,2023-01-18
North Dakota,ND,3.195,3.444,3.773,4.403,U.S Dollar,US Gallon,2023-01-18
Nebraska,NE,3.254,3.415,3.896,4.135,U.S Dollar,US Gallon,2023-01-18
New Hampshire,NH,3.232,3.687,4.092,5.035,U.S Dollar,US Gallon,2023-01-18
New Jersey,NJ,3.303,3.866,4.142,4.805,U.S Dollar,US Gallon,2023-01-18
New Mexico,NM,3.285,3.611,3.906,4.414,U.S Dollar,US Gallon,2023-01-18
Nevada,NV,3.947,4.176,4.399,4.779,U.S Dollar,US Gallon,2023-01-18
New York,NY,3.458,3.915,4.278,5.274,U.S Dollar,US Gallon,2023-01-18
Ohio,OH,3.37,3.735,4.144,4.723,U.S Dollar,US Gallon,2023-01-18
Oklahoma,OK,3.006,3.325,3.567,3.89,U.S Dollar,US Gallon,2023-01-18
Oregon,OR,3.695,3.879,4.084,4.728,U.S Dollar,US Gallon,2023-01-18
Pennsylvania,PA,3.666,4.054,4.356,5.172,U.S Dollar,US Gallon,2023-01-18
Rhode Island,RI,3.282,3.933,4.244,5.114,U.S Dollar,US Gallon,2023-01-18
South Carolina,SC,3.1,3.462,3.808,4.431,U.S Dollar,US Gallon,2023-01-18
South Dakota,SD,3.251,3.419,3.881,4.284,U.S Dollar,US Gallon,2023-01-18
Tennessee,TN,3.067,3.424,3.78,4.42,U.S Dollar,US Gallon,2023-01-18
Texas,TX,2.97,3.336,3.672,4.099,U.S Dollar,US Gallon,2023-01-18
Utah,UT,3.314,3.53,3.721,4.812,U.S Dollar,US Gallon,2023-01-18
Virginia,VA,3.263,3.658,3.984,4.639,U.S Dollar,US Gallon,2023-01-18
Vermont,VT,3.433,3.97,4.409,4.958,U.S Dollar,US Gallon,2023-01-18
Washington,WA,4.013,4.219,4.401,4.988,U.S Dollar,US Gallon,2023-01-18
Wisconsin,WI,3.188,3.548,4.005,4.028,U.S Dollar,US Gallon,2023-01-18
West Virginia,WV,3.328,3.62,3.933,4.714,U.S Dollar,US Gallon,2023-01-18
Wyoming,WY,3.257,3.478,3.736,4.56,U.S Dollar,US Gallon,2023-01-18
