State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,5.429,5.591,5.789,5.129,U.S Dollar,US Gallon,2022-10-05
Alabama,AL,3.209,3.589,3.964,4.63,U.S Dollar,US Gallon,2022-10-05
Arkansas,AR,3.248,3.58,3.929,4.597,U.S Dollar,US Gallon,2022-10-05
Arizona,AZ,4.512,4.822,5.094,4.904,U.S Dollar,US Gallon,2022-10-05
California,CA,6.425,6.612,6.759,6.345,U.S Dollar,US Gallon,2022-10-05
Colorado,CO,3.71,4.035,4.334,4.649,U.S Dollar,US Gallon,2022-10-05
Connecticut,CT,3.285,3.826,4.21,4.943,U.S Dollar,US Gallon,2022-10-05
District of Columbia,DC,3.753,4.36,4.714,5.008,U.S Dollar,US Gallon,2022-10-05
Delaware,DE,3.389,3.809,4.076,4.702,U.S Dollar,US Gallon,2022-10-05
Florida,FL,3.173,3.587,3.906,4.66,U.S Dollar,US Gallon,2022-10-05
Georgia,GA,3.172,3.578,3.946,4.572,U.S Dollar,US Gallon,2022-10-05
Hawaii,HI,5.223,5.454,5.706,6.096,U.S Dollar,US Gallon,2022-10-05
Iowa,IA,3.691,3.897,4.407,4.671,U.S Dollar,US Gallon,2022-10-05
Idaho,ID,4.422,4.603,4.837,4.99,U.S Dollar,US Gallon,2022-10-05
Illinois,IL,4.329,4.715,5.144,5.015,U.S Dollar,US Gallon,2022-10-05
Indiana,IN,4.176,4.506,4.885,5.121,U.S Dollar,US Gallon,2022-10-05
Kansas,KS,3.446,3.697,4.031,4.589,U.S Dollar,US Gallon,2022-10-05
Kentucky,KY,3.439,3.845,4.201,4.756,U.S Dollar,US Gallon,2022-10-05
Louisiana,LA,3.137,3.501,3.875,4.509,U.S Dollar,US Gallon,2022-10-05
Massachusetts,MA,3.489,4.064,4.365,4.885,U.S Dollar,US Gallon,2022-10-05
Maryland,MD,3.506,3.991,4.25,4.727,U.S Dollar,US Gallon,2022-10-05
Maine,ME,3.519,3.876,4.241,4.911,U.S Dollar,US Gallon,2022-10-05
Michigan,MI,4.236,4.58,4.995,5.244,U.S Dollar,US Gallon,2022-10-05
Minnesota,MN,3.767,4.038,4.434,4.872,U.S Dollar,US Gallon,2022-10-05
Missouri,MO,3.401,3.63,3.966,4.618,U.S Dollar,US Gallon,2022-10-05
Mississippi,MS,3.093,3.451,3.81,4.503,U.S Dollar,US Gallon,2022-10-05
Montana,MT,4.01,4.272,4.568,4.876,U.S Dollar,US Gallon,2022-10-05
North Carolina,NC,3.315,3.687,4.039,4.625,U.S Dollar,US Gallon,2022-10-05
North Dakota,ND,3.72,4.034,4.397,4.701,U.S Dollar,US Gallon,2022-10-05
Nebraska,NE,3.615,3.806,4.277,4.694,U.S Dollar,US Gallon,2022-10-05
New Hampshire,NH,3.367,3.88,4.247,4.756,U.S Dollar,US Gallon,2022-10-05
New Jersey,NJ,3.425,4.006,4.26,4.754,U.S Dollar,US Gallon,2022-10-05
New Mexico,NM,3.671,3.978,4.264,4.677,U.S Dollar,US Gallon,2022-10-05
Nevada,NV,5.536,5.75,5.956,5.251,U.S Dollar,US Gallon,2022-10-05
New York,NY,3.589,4.043,4.383,4.998,U.S Dollar,US Gallon,2022-10-05
Ohio,OH,3.905,4.203,4.584,4.969,U.S Dollar,US Gallon,2022-10-05
Oklahoma,OK,3.489,3.793,4.021,4.475,U.S Dollar,US Gallon,2022-10-05
Oregon,OR,5.476,5.638,5.856,5.466,U.S Dollar,US Gallon,2022-10-05
Pennsylvania,PA,3.772,4.144,4.414,5.012,U.S Dollar,US Gallon,2022-10-05
Rhode Island,RI,3.327,3.948,4.25,4.749,U.S Dollar,US Gallon,2022-10-05
South Carolina,SC,3.265,3.645,3.989,4.609,U.S Dollar,US Gallon,2022-10-05
South Dakota,SD,3.71,3.846,4.308,4.631,U.S Dollar,US Gallon,2022-10-05
Tennessee,TN,3.224,3.585,3.941,4.584,U.S Dollar,US Gallon,2022-10-05
Texas,TX,3.147,3.49,3.829,4.409,U.S Dollar,US Gallon,2022-10-05
Utah,UT,4.172,4.384,4.576,4.803,U.S Dollar,US Gallon,2022-10-05
Virginia,VA,3.332,3.748,4.071,4.649,U.S Dollar,US Gallon,2022-10-05
Vermont,VT,3.64,4.206,4.605,4.825,U.S Dollar,US Gallon,2022-10-05
Washington,WA,5.345,5.533,5.719,5.479,U.S Dollar,US Gallon,2022-10-05
Wisconsin,WI,4.056,4.389,4.857,4.667,U.S Dollar,US Gallon,2022-10-05
West Virginia,WV,3.45,3.71,3.972,4.685,U.S Dollar,US Gallon,2022-10-05
Wyoming,WY,3.855,4.07,4.311,4.82,U.S Dollar,US Gallon,2022-10-05
