State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.812,3.989,4.184,4.318,U.S Dollar,US Gallon,2023-04-01
Alabama,AL,3.157,3.544,3.907,4.024,U.S Dollar,US Gallon,2023-04-01
Arkansas,AR,3.09,3.451,3.803,3.891,U.S Dollar,US Gallon,2023-04-01
Arizona,AZ,4.295,4.577,4.858,4.539,U.S Dollar,US Gallon,2023-04-01
California,CA,4.827,5.037,5.186,5.391,U.S Dollar,US Gallon,2023-04-01
Colorado,CO,3.517,3.878,4.166,4.219,U.S Dollar,US Gallon,2023-04-01
Connecticut,CT,3.289,3.805,4.198,4.506,U.S Dollar,US Gallon,2023-04-01
District of Columbia,DC,3.595,4.154,4.496,4.589,U.S Dollar,US Gallon,2023-04-01
Delaware,DE,3.356,3.789,4.058,4.042,U.S Dollar,US Gallon,2023-04-01
Florida,FL,3.477,3.865,4.188,4.173,U.S Dollar,US Gallon,2023-04-01
Georgia,GA,3.225,3.6,3.98,4.152,U.S Dollar,US Gallon,2023-04-01
Hawaii,HI,4.806,5.026,5.275,5.956,U.S Dollar,US Gallon,2023-04-01
Iowa,IA,3.312,3.562,4.037,3.86,U.S Dollar,US Gallon,2023-04-01
Idaho,ID,3.554,3.772,4.018,4.201,U.S Dollar,US Gallon,2023-04-01
Illinois,IL,3.836,4.296,4.708,4.204,U.S Dollar,US Gallon,2023-04-01
Indiana,IN,3.591,4.035,4.471,4.308,U.S Dollar,US Gallon,2023-04-01
Kansas,KS,3.117,3.402,3.709,3.816,U.S Dollar,US Gallon,2023-04-01
Kentucky,KY,3.285,3.713,4.086,4.039,U.S Dollar,US Gallon,2023-04-01
Louisiana,LA,3.175,3.554,3.915,3.956,U.S Dollar,US Gallon,2023-04-01
Massachusetts,MA,3.274,3.832,4.167,4.61,U.S Dollar,US Gallon,2023-04-01
Maryland,MD,3.419,3.906,4.177,4.144,U.S Dollar,US Gallon,2023-04-01
Maine,ME,3.384,3.78,4.144,5,U.S Dollar,US Gallon,2023-04-01
Michigan,MI,3.521,3.98,4.43,4.279,U.S Dollar,US Gallon,2023-04-01
Minnesota,MN,3.311,3.598,4.001,3.969,U.S Dollar,US Gallon,2023-04-01
Missouri,MO,3.136,3.426,3.74,3.804,U.S Dollar,US Gallon,2023-04-01
Mississippi,MS,3.025,3.391,3.74,3.924,U.S Dollar,US Gallon,2023-04-01
Montana,MT,3.202,3.469,3.764,4.05,U.S Dollar,US Gallon,2023-04-01
North Carolina,NC,3.368,3.738,4.092,4.053,U.S Dollar,US Gallon,2023-04-01
North Dakota,ND,3.238,3.487,3.829,4.093,U.S Dollar,US Gallon,2023-04-01
Nebraska,NE,3.292,3.478,3.916,3.877,U.S Dollar,US Gallon,2023-04-01
New Hampshire,NH,3.233,3.693,4.068,4.617,U.S Dollar,US Gallon,2023-04-01
New Jersey,NJ,3.261,3.808,4.066,4.107,U.S Dollar,US Gallon,2023-04-01
New Mexico,NM,3.43,3.766,4.041,4.157,U.S Dollar,US Gallon,2023-04-01
Nevada,NV,4.216,4.473,4.695,4.499,U.S Dollar,US Gallon,2023-04-01
New York,NY,3.47,3.915,4.28,4.879,U.S Dollar,US Gallon,2023-04-01
Ohio,OH,3.429,3.847,4.266,4.161,U.S Dollar,US Gallon,2023-04-01
Oklahoma,OK,3.092,3.425,3.683,3.684,U.S Dollar,US Gallon,2023-04-01
Oregon,OR,3.919,4.111,4.333,4.646,U.S Dollar,US Gallon,2023-04-01
Pennsylvania,PA,3.579,3.962,4.266,4.69,U.S Dollar,US Gallon,2023-04-01
Rhode Island,RI,3.272,3.889,4.196,4.591,U.S Dollar,US Gallon,2023-04-01
South Carolina,SC,3.159,3.537,3.891,3.905,U.S Dollar,US Gallon,2023-04-01
South Dakota,SD,3.315,3.488,3.933,3.898,U.S Dollar,US Gallon,2023-04-01
Tennessee,TN,3.215,3.605,3.956,3.962,U.S Dollar,US Gallon,2023-04-01
Texas,TX,3.164,3.548,3.878,3.76,U.S Dollar,US Gallon,2023-04-01
Utah,UT,3.716,3.938,4.129,4.103,U.S Dollar,US Gallon,2023-04-01
Virginia,VA,3.392,3.793,4.126,4.143,U.S Dollar,US Gallon,2023-04-01
Vermont,VT,3.391,3.909,4.329,4.447,U.S Dollar,US Gallon,2023-04-01
Washington,WA,4.295,4.51,4.714,4.983,U.S Dollar,US Gallon,2023-04-01
Wisconsin,WI,3.337,3.725,4.169,3.858,U.S Dollar,US Gallon,2023-04-01
West Virginia,WV,3.427,3.751,4.069,4.314,U.S Dollar,US Gallon,2023-04-01
Wyoming,WY,3.296,3.533,3.819,4.294,U.S Dollar,US Gallon,2023-04-01
