State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.831,3.975,4.181,4.427,U.S Dollar,US Gallon,2023-03-12
Alabama,AL,3.123,3.513,3.882,4.129,U.S Dollar,US Gallon,2023-03-12
Arkansas,AR,3.083,3.446,3.788,3.964,U.S Dollar,US Gallon,2023-03-12
Arizona,AZ,3.95,4.243,4.532,4.435,U.S Dollar,US Gallon,2023-03-12
California,CA,4.915,5.118,5.266,5.579,U.S Dollar,US Gallon,2023-03-12
Colorado,CO,3.913,4.277,4.585,4.64,U.S Dollar,US Gallon,2023-03-12
Connecticut,CT,3.32,3.833,4.234,4.665,U.S Dollar,US Gallon,2023-03-12
District of Columbia,DC,3.496,4.03,4.429,4.739,U.S Dollar,US Gallon,2023-03-12
Delaware,DE,3.325,3.724,3.999,4.092,U.S Dollar,US Gallon,2023-03-12
Florida,FL,3.314,3.704,4.029,4.39,U.S Dollar,US Gallon,2023-03-12
Georgia,GA,3.265,3.637,4.019,4.272,U.S Dollar,US Gallon,2023-03-12
Hawaii,HI,4.843,5.079,5.312,5.996,U.S Dollar,US Gallon,2023-03-12
Iowa,IA,3.234,3.515,3.974,3.923,U.S Dollar,US Gallon,2023-03-12
Idaho,ID,3.673,3.897,4.13,4.48,U.S Dollar,US Gallon,2023-03-12
Illinois,IL,3.647,4.097,4.519,4.29,U.S Dollar,US Gallon,2023-03-12
Indiana,IN,3.376,3.834,4.269,4.438,U.S Dollar,US Gallon,2023-03-12
Kansas,KS,3.084,3.367,3.663,3.914,U.S Dollar,US Gallon,2023-03-12
Kentucky,KY,3.163,3.58,3.955,4.112,U.S Dollar,US Gallon,2023-03-12
Louisiana,LA,3.095,3.465,3.83,4.038,U.S Dollar,US Gallon,2023-03-12
Massachusetts,MA,3.296,3.85,4.197,4.745,U.S Dollar,US Gallon,2023-03-12
Maryland,MD,3.351,3.817,4.095,4.207,U.S Dollar,US Gallon,2023-03-12
Maine,ME,3.424,3.819,4.199,5.17,U.S Dollar,US Gallon,2023-03-12
Michigan,MI,3.532,3.981,4.44,4.396,U.S Dollar,US Gallon,2023-03-12
Minnesota,MN,3.314,3.605,4.005,4.03,U.S Dollar,US Gallon,2023-03-12
Missouri,MO,3.051,3.325,3.647,3.896,U.S Dollar,US Gallon,2023-03-12
Mississippi,MS,3.02,3.392,3.748,4.018,U.S Dollar,US Gallon,2023-03-12
Montana,MT,3.265,3.535,3.825,4.22,U.S Dollar,US Gallon,2023-03-12
North Carolina,NC,3.257,3.627,3.987,4.168,U.S Dollar,US Gallon,2023-03-12
North Dakota,ND,3.268,3.526,3.852,4.301,U.S Dollar,US Gallon,2023-03-12
Nebraska,NE,3.276,3.478,3.927,4.013,U.S Dollar,US Gallon,2023-03-12
New Hampshire,NH,3.268,3.736,4.125,4.761,U.S Dollar,US Gallon,2023-03-12
New Jersey,NJ,3.314,3.847,4.116,4.301,U.S Dollar,US Gallon,2023-03-12
New Mexico,NM,3.414,3.754,4.032,4.148,U.S Dollar,US Gallon,2023-03-12
Nevada,NV,4.334,4.576,4.802,4.678,U.S Dollar,US Gallon,2023-03-12
New York,NY,3.463,3.917,4.28,4.979,U.S Dollar,US Gallon,2023-03-12
Ohio,OH,3.392,3.823,4.244,4.3,U.S Dollar,US Gallon,2023-03-12
Oklahoma,OK,3.054,3.378,3.625,3.797,U.S Dollar,US Gallon,2023-03-12
Oregon,OR,3.906,4.108,4.318,4.712,U.S Dollar,US Gallon,2023-03-12
Pennsylvania,PA,3.633,4.016,4.32,4.836,U.S Dollar,US Gallon,2023-03-12
Rhode Island,RI,3.296,3.893,4.218,4.674,U.S Dollar,US Gallon,2023-03-12
South Carolina,SC,3.183,3.56,3.907,4.042,U.S Dollar,US Gallon,2023-03-12
South Dakota,SD,3.323,3.512,3.954,4.111,U.S Dollar,US Gallon,2023-03-12
Tennessee,TN,3.157,3.544,3.897,4.058,U.S Dollar,US Gallon,2023-03-12
Texas,TX,3.085,3.472,3.802,3.866,U.S Dollar,US Gallon,2023-03-12
Utah,UT,3.859,4.081,4.271,4.409,U.S Dollar,US Gallon,2023-03-12
Virginia,VA,3.251,3.666,3.988,4.27,U.S Dollar,US Gallon,2023-03-12
Vermont,VT,3.447,3.944,4.398,4.578,U.S Dollar,US Gallon,2023-03-12
Washington,WA,4.252,4.478,4.671,5.019,U.S Dollar,US Gallon,2023-03-12
Wisconsin,WI,3.321,3.716,4.149,3.923,U.S Dollar,US Gallon,2023-03-12
West Virginia,WV,3.413,3.74,4.065,4.433,U.S Dollar,US Gallon,2023-03-12
Wyoming,WY,3.43,3.659,3.941,4.497,U.S Dollar,US Gallon,2023-03-12
