State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.735,4.916,5.092,5.183,U.S Dollar,US Gallon,2022-03-29
Alabama,AL,4.009,4.362,4.708,5.021,U.S Dollar,US Gallon,2022-03-29
Arkansas,AR,3.818,4.13,4.424,4.836,U.S Dollar,US Gallon,2022-03-29
Arizona,AZ,4.693,4.967,5.223,5.104,U.S Dollar,US Gallon,2022-03-29
California,CA,5.919,6.119,6.253,6.439,U.S Dollar,US Gallon,2022-03-29
Colorado,CO,3.996,4.334,4.637,4.88,U.S Dollar,US Gallon,2022-03-29
Connecticut,CT,4.308,4.645,4.882,5.26,U.S Dollar,US Gallon,2022-03-29
District of Columbia,DC,4.431,4.896,5.057,5.38,U.S Dollar,US Gallon,2022-03-29
Delaware,DE,4.09,4.511,4.759,5.136,U.S Dollar,US Gallon,2022-03-29
Florida,FL,4.174,4.562,4.869,5.154,U.S Dollar,US Gallon,2022-03-29
Georgia,GA,3.941,4.33,4.68,4.9,U.S Dollar,US Gallon,2022-03-29
Hawaii,HI,5.147,5.351,5.591,5.607,U.S Dollar,US Gallon,2022-03-29
Iowa,IA,3.885,4.053,4.462,4.824,U.S Dollar,US Gallon,2022-03-29
Idaho,ID,4.425,4.619,4.826,5.116,U.S Dollar,US Gallon,2022-03-29
Illinois,IL,4.488,4.865,5.258,4.97,U.S Dollar,US Gallon,2022-03-29
Indiana,IN,4.172,4.518,4.845,4.978,U.S Dollar,US Gallon,2022-03-29
Kansas,KS,3.8,4.065,4.333,4.783,U.S Dollar,US Gallon,2022-03-29
Kentucky,KY,3.98,4.325,4.642,5.013,U.S Dollar,US Gallon,2022-03-29
Louisiana,LA,4.02,4.365,4.672,4.921,U.S Dollar,US Gallon,2022-03-29
Massachusetts,MA,4.243,4.574,4.798,5.239,U.S Dollar,US Gallon,2022-03-29
Maryland,MD,3.82,4.29,4.562,4.718,U.S Dollar,US Gallon,2022-03-29
Maine,ME,4.203,4.55,4.832,5.312,U.S Dollar,US Gallon,2022-03-29
Michigan,MI,4.127,4.458,4.799,4.969,U.S Dollar,US Gallon,2022-03-29
Minnesota,MN,3.925,4.176,4.511,4.91,U.S Dollar,US Gallon,2022-03-29
Missouri,MO,3.785,4.051,4.337,4.744,U.S Dollar,US Gallon,2022-03-29
Mississippi,MS,3.913,4.232,4.582,4.912,U.S Dollar,US Gallon,2022-03-29
Montana,MT,4.096,4.353,4.632,5.054,U.S Dollar,US Gallon,2022-03-29
North Carolina,NC,4.026,4.401,4.758,5.075,U.S Dollar,US Gallon,2022-03-29
North Dakota,ND,3.916,4.133,4.392,4.907,U.S Dollar,US Gallon,2022-03-29
Nebraska,NE,3.868,3.987,4.366,4.792,U.S Dollar,US Gallon,2022-03-29
New Hampshire,NH,4.178,4.548,4.824,5.206,U.S Dollar,US Gallon,2022-03-29
New Jersey,NJ,4.21,4.609,4.801,5.293,U.S Dollar,US Gallon,2022-03-29
New Mexico,NM,4.165,4.471,4.736,5.067,U.S Dollar,US Gallon,2022-03-29
Nevada,NV,5.255,5.475,5.678,5.351,U.S Dollar,US Gallon,2022-03-29
New York,NY,4.345,4.669,4.908,5.351,U.S Dollar,US Gallon,2022-03-29
Ohio,OH,4.04,4.371,4.713,5.029,U.S Dollar,US Gallon,2022-03-29
Oklahoma,OK,3.81,4.096,4.319,4.766,U.S Dollar,US Gallon,2022-03-29
Oregon,OR,4.723,4.923,5.114,5.476,U.S Dollar,US Gallon,2022-03-29
Pennsylvania,PA,4.317,4.673,4.961,5.479,U.S Dollar,US Gallon,2022-03-29
Rhode Island,RI,4.194,4.571,4.814,5.152,U.S Dollar,US Gallon,2022-03-29
South Carolina,SC,3.933,4.296,4.631,4.997,U.S Dollar,US Gallon,2022-03-29
South Dakota,SD,3.944,4.064,4.44,4.834,U.S Dollar,US Gallon,2022-03-29
Tennessee,TN,4.019,4.381,4.72,5.022,U.S Dollar,US Gallon,2022-03-29
Texas,TX,3.87,4.21,4.511,4.872,U.S Dollar,US Gallon,2022-03-29
Utah,UT,4.436,4.633,4.83,5.105,U.S Dollar,US Gallon,2022-03-29
Virginia,VA,4.122,4.527,4.848,5.091,U.S Dollar,US Gallon,2022-03-29
Vermont,VT,4.231,4.557,4.822,5.226,U.S Dollar,US Gallon,2022-03-29
Washington,WA,4.739,4.965,5.139,5.567,U.S Dollar,US Gallon,2022-03-29
Wisconsin,WI,3.944,4.311,4.694,4.843,U.S Dollar,US Gallon,2022-03-29
West Virginia,WV,4.076,4.369,4.664,5.031,U.S Dollar,US Gallon,2022-03-29
Wyoming,WY,4.123,4.332,4.594,5.003,U.S Dollar,US Gallon,2022-03-29
