State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.67,4.849,5.041,5.132,U.S Dollar,US Gallon,2022-04-12
Alabama,AL,3.854,4.235,4.583,4.908,U.S Dollar,US Gallon,2022-04-12
Arkansas,AR,3.701,4.021,4.315,4.746,U.S Dollar,US Gallon,2022-04-12
Arizona,AZ,4.596,4.891,5.147,5.027,U.S Dollar,US Gallon,2022-04-12
California,CA,5.748,5.961,6.092,6.292,U.S Dollar,US Gallon,2022-04-12
Colorado,CO,3.946,4.286,4.586,4.868,U.S Dollar,US Gallon,2022-04-12
Connecticut,CT,3.909,4.29,4.526,5.082,U.S Dollar,US Gallon,2022-04-12
District of Columbia,DC,4.23,4.712,4.893,5.268,U.S Dollar,US Gallon,2022-04-12
Delaware,DE,3.945,4.42,4.668,4.961,U.S Dollar,US Gallon,2022-04-12
Florida,FL,4.056,4.461,4.768,5.07,U.S Dollar,US Gallon,2022-04-12
Georgia,GA,3.745,4.146,4.499,4.767,U.S Dollar,US Gallon,2022-04-12
Hawaii,HI,5.239,5.439,5.681,5.656,U.S Dollar,US Gallon,2022-04-12
Iowa,IA,3.799,3.946,4.379,4.728,U.S Dollar,US Gallon,2022-04-12
Idaho,ID,4.398,4.617,4.817,5.162,U.S Dollar,US Gallon,2022-04-12
Illinois,IL,4.338,4.739,5.129,4.905,U.S Dollar,US Gallon,2022-04-12
Indiana,IN,3.968,4.346,4.677,4.918,U.S Dollar,US Gallon,2022-04-12
Kansas,KS,3.67,3.938,4.196,4.689,U.S Dollar,US Gallon,2022-04-12
Kentucky,KY,3.842,4.219,4.539,4.936,U.S Dollar,US Gallon,2022-04-12
Louisiana,LA,3.884,4.238,4.553,4.843,U.S Dollar,US Gallon,2022-04-12
Massachusetts,MA,4.097,4.478,4.701,5.106,U.S Dollar,US Gallon,2022-04-12
Maryland,MD,3.722,4.21,4.468,4.612,U.S Dollar,US Gallon,2022-04-12
Maine,ME,4.086,4.451,4.725,5.183,U.S Dollar,US Gallon,2022-04-12
Michigan,MI,3.93,4.302,4.647,4.892,U.S Dollar,US Gallon,2022-04-12
Minnesota,MN,3.828,4.103,4.431,4.863,U.S Dollar,US Gallon,2022-04-12
Missouri,MO,3.659,3.942,4.227,4.677,U.S Dollar,US Gallon,2022-04-12
Mississippi,MS,3.8,4.139,4.484,4.828,U.S Dollar,US Gallon,2022-04-12
Montana,MT,4.041,4.311,4.586,5.034,U.S Dollar,US Gallon,2022-04-12
North Carolina,NC,3.847,4.248,4.605,4.958,U.S Dollar,US Gallon,2022-04-12
North Dakota,ND,3.85,4.085,4.349,4.811,U.S Dollar,US Gallon,2022-04-12
Nebraska,NE,3.799,3.904,4.3,4.746,U.S Dollar,US Gallon,2022-04-12
New Hampshire,NH,4.023,4.438,4.711,5.068,U.S Dollar,US Gallon,2022-04-12
New Jersey,NJ,4.076,4.512,4.694,5.184,U.S Dollar,US Gallon,2022-04-12
New Mexico,NM,4.051,4.362,4.632,4.97,U.S Dollar,US Gallon,2022-04-12
Nevada,NV,5.1,5.341,5.532,5.274,U.S Dollar,US Gallon,2022-04-12
New York,NY,4.214,4.56,4.8,5.258,U.S Dollar,US Gallon,2022-04-12
Ohio,OH,3.84,4.199,4.535,4.943,U.S Dollar,US Gallon,2022-04-12
Oklahoma,OK,3.672,3.968,4.18,4.669,U.S Dollar,US Gallon,2022-04-12
Oregon,OR,4.651,4.858,5.049,5.376,U.S Dollar,US Gallon,2022-04-12
Pennsylvania,PA,4.202,4.573,4.86,5.358,U.S Dollar,US Gallon,2022-04-12
Rhode Island,RI,4.01,4.428,4.678,5.036,U.S Dollar,US Gallon,2022-04-12
South Carolina,SC,3.741,4.128,4.461,4.865,U.S Dollar,US Gallon,2022-04-12
South Dakota,SD,3.829,3.961,4.348,4.79,U.S Dollar,US Gallon,2022-04-12
Tennessee,TN,3.878,4.257,4.598,4.926,U.S Dollar,US Gallon,2022-04-12
Texas,TX,3.701,4.048,4.356,4.739,U.S Dollar,US Gallon,2022-04-12
Utah,UT,4.499,4.702,4.901,5.163,U.S Dollar,US Gallon,2022-04-12
Virginia,VA,3.966,4.412,4.733,4.972,U.S Dollar,US Gallon,2022-04-12
Vermont,VT,4.092,4.485,4.746,5.074,U.S Dollar,US Gallon,2022-04-12
Washington,WA,4.669,4.899,5.076,5.494,U.S Dollar,US Gallon,2022-04-12
Wisconsin,WI,3.754,4.149,4.525,4.721,U.S Dollar,US Gallon,2022-04-12
West Virginia,WV,3.985,4.292,4.583,4.982,U.S Dollar,US Gallon,2022-04-12
Wyoming,WY,4.08,4.314,4.564,5.022,U.S Dollar,US Gallon,2022-04-12
