State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.721,3.864,4.07,3.476,U.S Dollar,US Gallon,2021-10-19
Alabama,AL,3.131,3.439,3.768,3.405,U.S Dollar,US Gallon,2021-10-19
Arkansas,AR,2.992,3.281,3.584,3.344,U.S Dollar,US Gallon,2021-10-19
Arizona,AZ,3.349,3.593,3.862,3.488,U.S Dollar,US Gallon,2021-10-19
California,CA,4.51,4.686,4.815,4.599,U.S Dollar,US Gallon,2021-10-19
Colorado,CO,3.522,3.852,4.137,3.471,U.S Dollar,US Gallon,2021-10-19
Connecticut,CT,3.445,3.704,3.937,3.612,U.S Dollar,US Gallon,2021-10-19
District of Columbia,DC,3.547,4.029,4.154,3.644,U.S Dollar,US Gallon,2021-10-19
Delaware,DE,3.263,3.625,3.878,3.486,U.S Dollar,US Gallon,2021-10-19
Florida,FL,3.248,3.592,3.894,3.464,U.S Dollar,US Gallon,2021-10-19
Georgia,GA,3.168,3.489,3.817,3.432,U.S Dollar,US Gallon,2021-10-19
Hawaii,HI,4.205,4.402,4.654,4.51,U.S Dollar,US Gallon,2021-10-19
Iowa,IA,3.122,3.247,3.675,3.403,U.S Dollar,US Gallon,2021-10-19
Idaho,ID,3.719,3.905,4.094,3.794,U.S Dollar,US Gallon,2021-10-19
Illinois,IL,3.488,3.842,4.226,3.604,U.S Dollar,US Gallon,2021-10-19
Indiana,IN,3.339,3.656,3.977,3.687,U.S Dollar,US Gallon,2021-10-19
Kansas,KS,3.026,3.263,3.518,3.338,U.S Dollar,US Gallon,2021-10-19
Kentucky,KY,3.077,3.392,3.7,3.359,U.S Dollar,US Gallon,2021-10-19
Louisiana,LA,3.087,3.39,3.701,3.272,U.S Dollar,US Gallon,2021-10-19
Massachusetts,MA,3.299,3.549,3.778,3.468,U.S Dollar,US Gallon,2021-10-19
Maryland,MD,3.292,3.69,3.947,3.513,U.S Dollar,US Gallon,2021-10-19
Maine,ME,3.337,3.616,3.864,3.487,U.S Dollar,US Gallon,2021-10-19
Michigan,MI,3.304,3.631,3.966,3.531,U.S Dollar,US Gallon,2021-10-19
Minnesota,MN,3.119,3.338,3.664,3.438,U.S Dollar,US Gallon,2021-10-19
Missouri,MO,2.993,3.231,3.505,3.292,U.S Dollar,US Gallon,2021-10-19
Mississippi,MS,2.998,3.289,3.608,3.241,U.S Dollar,US Gallon,2021-10-19
Montana,MT,3.398,3.657,3.898,3.644,U.S Dollar,US Gallon,2021-10-19
North Carolina,NC,3.128,3.453,3.807,3.443,U.S Dollar,US Gallon,2021-10-19
North Dakota,ND,3.164,3.364,3.609,3.46,U.S Dollar,US Gallon,2021-10-19
Nebraska,NE,3.128,3.239,3.589,3.396,U.S Dollar,US Gallon,2021-10-19
New Hampshire,NH,3.251,3.534,3.799,3.415,U.S Dollar,US Gallon,2021-10-19
New Jersey,NJ,3.385,3.714,3.898,3.621,U.S Dollar,US Gallon,2021-10-19
New Mexico,NM,3.26,3.547,3.81,3.491,U.S Dollar,US Gallon,2021-10-19
Nevada,NV,3.89,4.125,4.291,3.884,U.S Dollar,US Gallon,2021-10-19
New York,NY,3.461,3.725,3.968,3.654,U.S Dollar,US Gallon,2021-10-19
Ohio,OH,3.241,3.554,3.883,3.643,U.S Dollar,US Gallon,2021-10-19
Oklahoma,OK,2.989,3.247,3.474,3.268,U.S Dollar,US Gallon,2021-10-19
Oregon,OR,3.775,3.935,4.122,3.749,U.S Dollar,US Gallon,2021-10-19
Pennsylvania,PA,3.494,3.794,4.076,3.91,U.S Dollar,US Gallon,2021-10-19
Rhode Island,RI,3.298,3.595,3.835,3.489,U.S Dollar,US Gallon,2021-10-19
South Carolina,SC,3.099,3.436,3.765,3.38,U.S Dollar,US Gallon,2021-10-19
South Dakota,SD,3.256,3.356,3.711,3.465,U.S Dollar,US Gallon,2021-10-19
Tennessee,TN,3.135,3.461,3.782,3.403,U.S Dollar,US Gallon,2021-10-19
Texas,TX,2.972,3.281,3.574,3.228,U.S Dollar,US Gallon,2021-10-19
Utah,UT,3.696,3.902,4.082,3.783,U.S Dollar,US Gallon,2021-10-19
Virginia,VA,3.21,3.568,3.892,3.453,U.S Dollar,US Gallon,2021-10-19
Vermont,VT,3.338,3.562,3.819,3.513,U.S Dollar,US Gallon,2021-10-19
Washington,WA,3.868,4.08,4.254,3.82,U.S Dollar,US Gallon,2021-10-19
Wisconsin,WI,3.134,3.448,3.834,3.415,U.S Dollar,US Gallon,2021-10-19
West Virginia,WV,3.237,3.518,3.81,3.553,U.S Dollar,US Gallon,2021-10-19
Wyoming,WY,3.514,3.73,3.974,3.704,U.S Dollar,US Gallon,2021-10-19
