State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.903,5.08,5.282,5.354,U.S Dollar,US Gallon,2022-08-19
Alabama,AL,3.491,3.887,4.238,4.727,U.S Dollar,US Gallon,2022-08-19
Arkansas,AR,3.425,3.787,4.131,4.645,U.S Dollar,US Gallon,2022-08-19
Arizona,AZ,4.061,4.362,4.615,4.958,U.S Dollar,US Gallon,2022-08-19
California,CA,5.33,5.541,5.683,6.229,U.S Dollar,US Gallon,2022-08-19
Colorado,CO,3.93,4.285,4.57,4.835,U.S Dollar,US Gallon,2022-08-19
Connecticut,CT,4.056,4.599,4.969,5.181,U.S Dollar,US Gallon,2022-08-19
District of Columbia,DC,4.132,4.68,5.101,5.228,U.S Dollar,US Gallon,2022-08-19
Delaware,DE,3.824,4.32,4.59,4.802,U.S Dollar,US Gallon,2022-08-19
Florida,FL,3.562,3.99,4.294,4.742,U.S Dollar,US Gallon,2022-08-19
Georgia,GA,3.455,3.872,4.225,4.712,U.S Dollar,US Gallon,2022-08-19
Hawaii,HI,5.335,5.564,5.803,6.105,U.S Dollar,US Gallon,2022-08-19
Iowa,IA,3.574,3.825,4.266,4.692,U.S Dollar,US Gallon,2022-08-19
Idaho,ID,4.666,4.914,5.121,5.187,U.S Dollar,US Gallon,2022-08-19
Illinois,IL,4.285,4.775,5.151,5.118,U.S Dollar,US Gallon,2022-08-19
Indiana,IN,3.937,4.327,4.647,5.206,U.S Dollar,US Gallon,2022-08-19
Kansas,KS,3.503,3.788,4.087,4.608,U.S Dollar,US Gallon,2022-08-19
Kentucky,KY,3.521,3.916,4.247,4.855,U.S Dollar,US Gallon,2022-08-19
Louisiana,LA,3.483,3.871,4.196,4.616,U.S Dollar,US Gallon,2022-08-19
Massachusetts,MA,4.202,4.737,5.018,5.26,U.S Dollar,US Gallon,2022-08-19
Maryland,MD,3.905,4.423,4.694,4.904,U.S Dollar,US Gallon,2022-08-19
Maine,ME,4.203,4.599,4.941,5.22,U.S Dollar,US Gallon,2022-08-19
Michigan,MI,3.921,4.317,4.675,5.252,U.S Dollar,US Gallon,2022-08-19
Minnesota,MN,3.843,4.197,4.559,4.956,U.S Dollar,US Gallon,2022-08-19
Missouri,MO,3.489,3.83,4.127,4.591,U.S Dollar,US Gallon,2022-08-19
Mississippi,MS,3.456,3.829,4.16,4.633,U.S Dollar,US Gallon,2022-08-19
Montana,MT,4.21,4.512,4.777,4.81,U.S Dollar,US Gallon,2022-08-19
North Carolina,NC,3.614,4.005,4.336,4.899,U.S Dollar,US Gallon,2022-08-19
North Dakota,ND,3.898,4.224,4.588,4.789,U.S Dollar,US Gallon,2022-08-19
Nebraska,NE,3.706,3.904,4.34,4.706,U.S Dollar,US Gallon,2022-08-19
New Hampshire,NH,4.066,4.569,4.886,5.195,U.S Dollar,US Gallon,2022-08-19
New Jersey,NJ,4.1,4.67,4.922,5.057,U.S Dollar,US Gallon,2022-08-19
New Mexico,NM,3.666,3.978,4.25,4.762,U.S Dollar,US Gallon,2022-08-19
Nevada,NV,4.918,5.166,5.363,5.153,U.S Dollar,US Gallon,2022-08-19
New York,NY,4.279,4.733,5.063,5.442,U.S Dollar,US Gallon,2022-08-19
Ohio,OH,3.685,4.07,4.408,5.177,U.S Dollar,US Gallon,2022-08-19
Oklahoma,OK,3.507,3.82,4.071,4.529,U.S Dollar,US Gallon,2022-08-19
Oregon,OR,4.832,5.037,5.253,5.676,U.S Dollar,US Gallon,2022-08-19
Pennsylvania,PA,4.243,4.628,4.904,5.359,U.S Dollar,US Gallon,2022-08-19
Rhode Island,RI,4.115,4.69,4.993,5.194,U.S Dollar,US Gallon,2022-08-19
South Carolina,SC,3.478,3.866,4.185,4.677,U.S Dollar,US Gallon,2022-08-19
South Dakota,SD,3.89,4.081,4.566,4.792,U.S Dollar,US Gallon,2022-08-19
Tennessee,TN,3.459,3.839,4.197,4.697,U.S Dollar,US Gallon,2022-08-19
Texas,TX,3.45,3.829,4.159,4.514,U.S Dollar,US Gallon,2022-08-19
Utah,UT,4.56,4.778,4.981,4.91,U.S Dollar,US Gallon,2022-08-19
Virginia,VA,3.71,4.15,4.473,4.908,U.S Dollar,US Gallon,2022-08-19
Vermont,VT,4.242,4.755,5.175,5.008,U.S Dollar,US Gallon,2022-08-19
Washington,WA,4.783,5.025,5.208,5.611,U.S Dollar,US Gallon,2022-08-19
Wisconsin,WI,3.701,4.11,4.521,4.768,U.S Dollar,US Gallon,2022-08-19
West Virginia,WV,3.915,4.2,4.464,5.144,U.S Dollar,US Gallon,2022-08-19
Wyoming,WY,4.054,4.29,4.559,4.936,U.S Dollar,US Gallon,2022-08-19
