State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.726,3.884,4.05,3.537,U.S Dollar,US Gallon,2021-11-02
Alabama,AL,3.207,3.525,3.852,3.473,U.S Dollar,US Gallon,2021-11-02
Arkansas,AR,3.067,3.358,3.646,3.41,U.S Dollar,US Gallon,2021-11-02
Arizona,AZ,3.532,3.797,4.058,3.791,U.S Dollar,US Gallon,2021-11-02
California,CA,4.609,4.787,4.913,4.743,U.S Dollar,US Gallon,2021-11-02
Colorado,CO,3.513,3.845,4.13,3.489,U.S Dollar,US Gallon,2021-11-02
Connecticut,CT,3.526,3.816,4.036,3.688,U.S Dollar,US Gallon,2021-11-02
District of Columbia,DC,3.607,4.075,4.217,3.648,U.S Dollar,US Gallon,2021-11-02
Delaware,DE,3.356,3.713,3.976,3.577,U.S Dollar,US Gallon,2021-11-02
Florida,FL,3.303,3.647,3.956,3.577,U.S Dollar,US Gallon,2021-11-02
Georgia,GA,3.248,3.574,3.907,3.53,U.S Dollar,US Gallon,2021-11-02
Hawaii,HI,4.324,4.523,4.773,4.646,U.S Dollar,US Gallon,2021-11-02
Iowa,IA,3.192,3.327,3.748,3.486,U.S Dollar,US Gallon,2021-11-02
Idaho,ID,3.704,3.893,4.077,3.966,U.S Dollar,US Gallon,2021-11-02
Illinois,IL,3.549,3.893,4.283,3.64,U.S Dollar,US Gallon,2021-11-02
Indiana,IN,3.293,3.62,3.942,3.697,U.S Dollar,US Gallon,2021-11-02
Kansas,KS,3.122,3.375,3.622,3.399,U.S Dollar,US Gallon,2021-11-02
Kentucky,KY,3.117,3.433,3.743,3.407,U.S Dollar,US Gallon,2021-11-02
Louisiana,LA,3.165,3.467,3.783,3.337,U.S Dollar,US Gallon,2021-11-02
Massachusetts,MA,3.382,3.65,3.865,3.545,U.S Dollar,US Gallon,2021-11-02
Maryland,MD,3.375,3.779,4.043,3.599,U.S Dollar,US Gallon,2021-11-02
Maine,ME,3.395,3.689,3.952,3.561,U.S Dollar,US Gallon,2021-11-02
Michigan,MI,3.267,3.587,3.919,3.533,U.S Dollar,US Gallon,2021-11-02
Minnesota,MN,3.164,3.383,3.704,3.488,U.S Dollar,US Gallon,2021-11-02
Missouri,MO,3.134,3.383,3.65,3.358,U.S Dollar,US Gallon,2021-11-02
Mississippi,MS,3.098,3.395,3.718,3.322,U.S Dollar,US Gallon,2021-11-02
Montana,MT,3.407,3.657,3.909,3.688,U.S Dollar,US Gallon,2021-11-02
North Carolina,NC,3.252,3.592,3.937,3.528,U.S Dollar,US Gallon,2021-11-02
North Dakota,ND,3.193,3.405,3.654,3.509,U.S Dollar,US Gallon,2021-11-02
Nebraska,NE,3.216,3.324,3.684,3.456,U.S Dollar,US Gallon,2021-11-02
New Hampshire,NH,3.334,3.638,3.906,3.505,U.S Dollar,US Gallon,2021-11-02
New Jersey,NJ,3.453,3.8,3.978,3.692,U.S Dollar,US Gallon,2021-11-02
New Mexico,NM,3.34,3.63,3.9,3.593,U.S Dollar,US Gallon,2021-11-02
Nevada,NV,3.947,4.165,4.347,3.939,U.S Dollar,US Gallon,2021-11-02
New York,NY,3.55,3.836,4.078,3.741,U.S Dollar,US Gallon,2021-11-02
Ohio,OH,3.165,3.488,3.82,3.653,U.S Dollar,US Gallon,2021-11-02
Oklahoma,OK,3.014,3.274,3.503,3.306,U.S Dollar,US Gallon,2021-11-02
Oregon,OR,3.781,3.954,4.143,3.781,U.S Dollar,US Gallon,2021-11-02
Pennsylvania,PA,3.572,3.883,4.171,3.974,U.S Dollar,US Gallon,2021-11-02
Rhode Island,RI,3.382,3.7,3.939,3.566,U.S Dollar,US Gallon,2021-11-02
South Carolina,SC,3.18,3.524,3.85,3.459,U.S Dollar,US Gallon,2021-11-02
South Dakota,SD,3.33,3.418,3.783,3.526,U.S Dollar,US Gallon,2021-11-02
Tennessee,TN,3.158,3.489,3.814,3.453,U.S Dollar,US Gallon,2021-11-02
Texas,TX,3.051,3.368,3.66,3.319,U.S Dollar,US Gallon,2021-11-02
Utah,UT,3.735,3.932,4.114,3.966,U.S Dollar,US Gallon,2021-11-02
Virginia,VA,3.293,3.659,3.978,3.552,U.S Dollar,US Gallon,2021-11-02
Vermont,VT,3.424,3.672,3.923,3.585,U.S Dollar,US Gallon,2021-11-02
Washington,WA,3.877,4.093,4.264,3.861,U.S Dollar,US Gallon,2021-11-02
Wisconsin,WI,3.136,3.468,3.849,3.447,U.S Dollar,US Gallon,2021-11-02
West Virginia,WV,3.333,3.617,3.913,3.66,U.S Dollar,US Gallon,2021-11-02
Wyoming,WY,3.511,3.736,3.965,3.746,U.S Dollar,US Gallon,2021-11-02
