State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.765,3.913,4.117,3.779,U.S Dollar,US Gallon,2022-01-19
Alabama,AL,3.003,3.352,3.679,3.436,U.S Dollar,US Gallon,2022-01-19
Arkansas,AR,2.968,3.27,3.559,3.381,U.S Dollar,US Gallon,2022-01-19
Arizona,AZ,3.581,3.872,4.123,3.861,U.S Dollar,US Gallon,2022-01-19
California,CA,4.649,4.843,4.968,4.832,U.S Dollar,US Gallon,2022-01-19
Colorado,CO,3.294,3.627,3.909,3.387,U.S Dollar,US Gallon,2022-01-19
Connecticut,CT,3.49,3.808,4.018,3.714,U.S Dollar,US Gallon,2022-01-19
District of Columbia,DC,3.522,3.982,4.125,3.788,U.S Dollar,US Gallon,2022-01-19
Delaware,DE,3.221,3.618,3.858,3.652,U.S Dollar,US Gallon,2022-01-19
Florida,FL,3.217,3.592,3.901,3.569,U.S Dollar,US Gallon,2022-01-19
Georgia,GA,3.119,3.477,3.798,3.505,U.S Dollar,US Gallon,2022-01-19
Hawaii,HI,4.333,4.554,4.784,4.675,U.S Dollar,US Gallon,2022-01-19
Iowa,IA,3.143,3.271,3.691,3.426,U.S Dollar,US Gallon,2022-01-19
Idaho,ID,3.542,3.737,3.929,3.81,U.S Dollar,US Gallon,2022-01-19
Illinois,IL,3.457,3.82,4.211,3.608,U.S Dollar,US Gallon,2022-01-19
Indiana,IN,3.157,3.499,3.819,3.644,U.S Dollar,US Gallon,2022-01-19
Kansas,KS,3.013,3.268,3.509,3.385,U.S Dollar,US Gallon,2022-01-19
Kentucky,KY,2.978,3.316,3.623,3.383,U.S Dollar,US Gallon,2022-01-19
Louisiana,LA,3.053,3.376,3.694,3.324,U.S Dollar,US Gallon,2022-01-19
Massachusetts,MA,3.362,3.663,3.886,3.595,U.S Dollar,US Gallon,2022-01-19
Maryland,MD,3.258,3.703,3.944,3.635,U.S Dollar,US Gallon,2022-01-19
Maine,ME,3.41,3.718,3.962,3.69,U.S Dollar,US Gallon,2022-01-19
Michigan,MI,3.204,3.513,3.847,3.538,U.S Dollar,US Gallon,2022-01-19
Minnesota,MN,3.153,3.385,3.716,3.549,U.S Dollar,US Gallon,2022-01-19
Missouri,MO,2.987,3.239,3.515,3.312,U.S Dollar,US Gallon,2022-01-19
Mississippi,MS,2.962,3.268,3.596,3.303,U.S Dollar,US Gallon,2022-01-19
Montana,MT,3.39,3.657,3.914,3.729,U.S Dollar,US Gallon,2022-01-19
North Carolina,NC,3.108,3.473,3.828,3.522,U.S Dollar,US Gallon,2022-01-19
North Dakota,ND,3.153,3.357,3.577,3.576,U.S Dollar,US Gallon,2022-01-19
Nebraska,NE,3.131,3.224,3.588,3.429,U.S Dollar,US Gallon,2022-01-19
New Hampshire,NH,3.265,3.603,3.881,3.546,U.S Dollar,US Gallon,2022-01-19
New Jersey,NJ,3.379,3.759,3.934,3.692,U.S Dollar,US Gallon,2022-01-19
New Mexico,NM,3.255,3.567,3.83,3.565,U.S Dollar,US Gallon,2022-01-19
Nevada,NV,3.811,4.039,4.226,3.907,U.S Dollar,US Gallon,2022-01-19
New York,NY,3.486,3.793,4.029,3.776,U.S Dollar,US Gallon,2022-01-19
Ohio,OH,3.061,3.397,3.728,3.642,U.S Dollar,US Gallon,2022-01-19
Oklahoma,OK,2.973,3.216,3.442,3.268,U.S Dollar,US Gallon,2022-01-19
Oregon,OR,3.923,4.096,4.28,4.077,U.S Dollar,US Gallon,2022-01-19
Pennsylvania,PA,3.52,3.853,4.127,3.962,U.S Dollar,US Gallon,2022-01-19
Rhode Island,RI,3.354,3.722,3.962,3.596,U.S Dollar,US Gallon,2022-01-19
South Carolina,SC,3.022,3.39,3.717,3.408,U.S Dollar,US Gallon,2022-01-19
South Dakota,SD,3.183,3.288,3.646,3.53,U.S Dollar,US Gallon,2022-01-19
Tennessee,TN,3.032,3.38,3.71,3.47,U.S Dollar,US Gallon,2022-01-19
Texas,TX,2.954,3.284,3.577,3.293,U.S Dollar,US Gallon,2022-01-19
Utah,UT,3.401,3.613,3.796,3.727,U.S Dollar,US Gallon,2022-01-19
Virginia,VA,3.155,3.548,3.866,3.525,U.S Dollar,US Gallon,2022-01-19
Vermont,VT,3.375,3.66,3.919,3.671,U.S Dollar,US Gallon,2022-01-19
Washington,WA,3.958,4.175,4.347,4.109,U.S Dollar,US Gallon,2022-01-19
Wisconsin,WI,3.071,3.396,3.795,3.448,U.S Dollar,US Gallon,2022-01-19
West Virginia,WV,3.207,3.483,3.788,3.609,U.S Dollar,US Gallon,2022-01-19
Wyoming,WY,3.315,3.533,3.793,3.684,U.S Dollar,US Gallon,2022-01-19
