State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.868,4.998,5.197,5.284,U.S Dollar,US Gallon,2022-05-15
Alabama,AL,4.194,4.504,4.862,5.38,U.S Dollar,US Gallon,2022-05-15
Arkansas,AR,4.05,4.352,4.656,5.279,U.S Dollar,US Gallon,2022-05-15
Arizona,AZ,4.753,5.026,5.295,5.489,U.S Dollar,US Gallon,2022-05-15
California,CA,5.964,6.141,6.285,6.545,U.S Dollar,US Gallon,2022-05-15
Colorado,CO,4.119,4.451,4.75,5.366,U.S Dollar,US Gallon,2022-05-15
Connecticut,CT,4.513,4.793,5.054,6.4,U.S Dollar,US Gallon,2022-05-15
District of Columbia,DC,4.815,5.219,5.476,5.721,U.S Dollar,US Gallon,2022-05-15
Delaware,DE,4.446,4.794,5.053,6.016,U.S Dollar,US Gallon,2022-05-15
Florida,FL,4.494,4.837,5.14,5.636,U.S Dollar,US Gallon,2022-05-15
Georgia,GA,3.985,4.335,4.683,5.22,U.S Dollar,US Gallon,2022-05-15
Hawaii,HI,5.317,5.516,5.775,5.886,U.S Dollar,US Gallon,2022-05-15
Iowa,IA,4.118,4.279,4.707,5.274,U.S Dollar,US Gallon,2022-05-15
Idaho,ID,4.509,4.686,4.898,5.394,U.S Dollar,US Gallon,2022-05-15
Illinois,IL,4.823,5.194,5.579,5.295,U.S Dollar,US Gallon,2022-05-15
Indiana,IN,4.413,4.741,5.07,5.381,U.S Dollar,US Gallon,2022-05-15
Kansas,KS,3.988,4.25,4.527,5.269,U.S Dollar,US Gallon,2022-05-15
Kentucky,KY,4.235,4.554,4.871,5.26,U.S Dollar,US Gallon,2022-05-15
Louisiana,LA,4.135,4.455,4.774,5.215,U.S Dollar,US Gallon,2022-05-15
Massachusetts,MA,4.58,4.859,5.098,6.372,U.S Dollar,US Gallon,2022-05-15
Maryland,MD,4.459,4.866,5.155,5.942,U.S Dollar,US Gallon,2022-05-15
Maine,ME,4.548,4.831,5.11,6.349,U.S Dollar,US Gallon,2022-05-15
Michigan,MI,4.381,4.672,5.006,5.26,U.S Dollar,US Gallon,2022-05-15
Minnesota,MN,4.102,4.337,4.681,5.307,U.S Dollar,US Gallon,2022-05-15
Missouri,MO,4.045,4.325,4.605,5.196,U.S Dollar,US Gallon,2022-05-15
Mississippi,MS,4.067,4.356,4.706,5.21,U.S Dollar,US Gallon,2022-05-15
Montana,MT,4.274,4.542,4.812,5.502,U.S Dollar,US Gallon,2022-05-15
North Carolina,NC,4.239,4.578,4.938,5.508,U.S Dollar,US Gallon,2022-05-15
North Dakota,ND,4.116,4.345,4.588,5.354,U.S Dollar,US Gallon,2022-05-15
Nebraska,NE,4.097,4.202,4.606,5.258,U.S Dollar,US Gallon,2022-05-15
New Hampshire,NH,4.501,4.792,5.083,6.31,U.S Dollar,US Gallon,2022-05-15
New Jersey,NJ,4.585,4.907,5.123,6.279,U.S Dollar,US Gallon,2022-05-15
New Mexico,NM,4.289,4.604,4.86,5.447,U.S Dollar,US Gallon,2022-05-15
Nevada,NV,5.174,5.389,5.581,5.49,U.S Dollar,US Gallon,2022-05-15
New York,NY,4.746,5.045,5.307,6.503,U.S Dollar,US Gallon,2022-05-15
Ohio,OH,4.289,4.612,4.951,5.251,U.S Dollar,US Gallon,2022-05-15
Oklahoma,OK,4.001,4.3,4.533,5.251,U.S Dollar,US Gallon,2022-05-15
Oregon,OR,4.981,5.13,5.338,5.641,U.S Dollar,US Gallon,2022-05-15
Pennsylvania,PA,4.613,4.942,5.251,6.279,U.S Dollar,US Gallon,2022-05-15
Rhode Island,RI,4.551,4.9,5.17,6.398,U.S Dollar,US Gallon,2022-05-15
South Carolina,SC,4.19,4.516,4.858,5.46,U.S Dollar,US Gallon,2022-05-15
South Dakota,SD,4.144,4.255,4.63,5.357,U.S Dollar,US Gallon,2022-05-15
Tennessee,TN,4.195,4.534,4.873,5.348,U.S Dollar,US Gallon,2022-05-15
Texas,TX,4.142,4.456,4.762,5.234,U.S Dollar,US Gallon,2022-05-15
Utah,UT,4.477,4.683,4.882,5.393,U.S Dollar,US Gallon,2022-05-15
Virginia,VA,4.303,4.69,5.022,5.584,U.S Dollar,US Gallon,2022-05-15
Vermont,VT,4.564,4.822,5.092,6.375,U.S Dollar,US Gallon,2022-05-15
Washington,WA,5.007,5.166,5.361,5.738,U.S Dollar,US Gallon,2022-05-15
Wisconsin,WI,4.219,4.562,4.967,5.121,U.S Dollar,US Gallon,2022-05-15
West Virginia,WV,4.276,4.555,4.873,5.61,U.S Dollar,US Gallon,2022-05-15
Wyoming,WY,4.244,4.476,4.725,5.484,U.S Dollar,US Gallon,2022-05-15
