State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.697,3.859,4.042,3.405,U.S Dollar,US Gallon,2021-10-07
Alabama,AL,2.95,3.265,3.6,3.208,U.S Dollar,US Gallon,2021-10-07
Arkansas,AR,2.9,3.187,3.483,3.178,U.S Dollar,US Gallon,2021-10-07
Arizona,AZ,3.267,3.531,3.793,3.365,U.S Dollar,US Gallon,2021-10-07
California,CA,4.429,4.615,4.741,4.468,U.S Dollar,US Gallon,2021-10-07
Colorado,CO,3.53,3.866,4.157,3.451,U.S Dollar,US Gallon,2021-10-07
Connecticut,CT,3.267,3.554,3.768,3.424,U.S Dollar,US Gallon,2021-10-07
District of Columbia,DC,3.407,3.83,3.992,3.396,U.S Dollar,US Gallon,2021-10-07
Delaware,DE,3.149,3.506,3.761,3.377,U.S Dollar,US Gallon,2021-10-07
Florida,FL,3.122,3.474,3.774,3.284,U.S Dollar,US Gallon,2021-10-07
Georgia,GA,3.037,3.372,3.705,3.283,U.S Dollar,US Gallon,2021-10-07
Hawaii,HI,4.119,4.31,4.566,4.439,U.S Dollar,US Gallon,2021-10-07
Iowa,IA,3.057,3.181,3.605,3.248,U.S Dollar,US Gallon,2021-10-07
Idaho,ID,3.729,3.931,4.115,3.691,U.S Dollar,US Gallon,2021-10-07
Illinois,IL,3.493,3.825,4.213,3.51,U.S Dollar,US Gallon,2021-10-07
Indiana,IN,3.264,3.546,3.868,3.579,U.S Dollar,US Gallon,2021-10-07
Kansas,KS,2.964,3.204,3.453,3.21,U.S Dollar,US Gallon,2021-10-07
Kentucky,KY,3.068,3.348,3.656,3.251,U.S Dollar,US Gallon,2021-10-07
Louisiana,LA,2.954,3.249,3.564,3.113,U.S Dollar,US Gallon,2021-10-07
Massachusetts,MA,3.153,3.427,3.644,3.296,U.S Dollar,US Gallon,2021-10-07
Maryland,MD,3.17,3.573,3.831,3.38,U.S Dollar,US Gallon,2021-10-07
Maine,ME,3.171,3.455,3.716,3.314,U.S Dollar,US Gallon,2021-10-07
Michigan,MI,3.261,3.558,3.892,3.419,U.S Dollar,US Gallon,2021-10-07
Minnesota,MN,3.074,3.293,3.631,3.333,U.S Dollar,US Gallon,2021-10-07
Missouri,MO,2.941,3.185,3.457,3.131,U.S Dollar,US Gallon,2021-10-07
Mississippi,MS,2.874,3.153,3.481,3.069,U.S Dollar,US Gallon,2021-10-07
Montana,MT,3.368,3.621,3.869,3.55,U.S Dollar,US Gallon,2021-10-07
North Carolina,NC,3.051,3.387,3.736,3.288,U.S Dollar,US Gallon,2021-10-07
North Dakota,ND,3.098,3.304,3.532,3.335,U.S Dollar,US Gallon,2021-10-07
Nebraska,NE,3.064,3.17,3.508,3.269,U.S Dollar,US Gallon,2021-10-07
New Hampshire,NH,3.088,3.394,3.663,3.229,U.S Dollar,US Gallon,2021-10-07
New Jersey,NJ,3.247,3.606,3.78,3.463,U.S Dollar,US Gallon,2021-10-07
New Mexico,NM,3.171,3.457,3.724,3.347,U.S Dollar,US Gallon,2021-10-07
Nevada,NV,3.883,4.112,4.292,3.865,U.S Dollar,US Gallon,2021-10-07
New York,NY,3.318,3.605,3.834,3.487,U.S Dollar,US Gallon,2021-10-07
Ohio,OH,3.111,3.431,3.76,3.474,U.S Dollar,US Gallon,2021-10-07
Oklahoma,OK,2.915,3.162,3.388,3.153,U.S Dollar,US Gallon,2021-10-07
Oregon,OR,3.742,3.909,4.105,3.702,U.S Dollar,US Gallon,2021-10-07
Pennsylvania,PA,3.372,3.686,3.965,3.742,U.S Dollar,US Gallon,2021-10-07
Rhode Island,RI,3.135,3.457,3.697,3.314,U.S Dollar,US Gallon,2021-10-07
South Carolina,SC,2.975,3.315,3.64,3.218,U.S Dollar,US Gallon,2021-10-07
South Dakota,SD,3.203,3.311,3.662,3.371,U.S Dollar,US Gallon,2021-10-07
Tennessee,TN,2.983,3.311,3.64,3.236,U.S Dollar,US Gallon,2021-10-07
Texas,TX,2.867,3.18,3.477,3.07,U.S Dollar,US Gallon,2021-10-07
Utah,UT,3.707,3.905,4.086,3.645,U.S Dollar,US Gallon,2021-10-07
Virginia,VA,3.069,3.438,3.757,3.269,U.S Dollar,US Gallon,2021-10-07
Vermont,VT,3.187,3.432,3.712,3.312,U.S Dollar,US Gallon,2021-10-07
Washington,WA,3.85,4.072,4.244,3.754,U.S Dollar,US Gallon,2021-10-07
Wisconsin,WI,3.091,3.394,3.791,3.326,U.S Dollar,US Gallon,2021-10-07
West Virginia,WV,3.113,3.396,3.698,3.385,U.S Dollar,US Gallon,2021-10-07
Wyoming,WY,3.51,3.74,3.977,3.676,U.S Dollar,US Gallon,2021-10-07
