State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,3.712,3.888,4.064,3.552,U.S Dollar,US Gallon,2021-11-15
Alabama,AL,3.188,3.509,3.837,3.457,U.S Dollar,US Gallon,2021-11-15
Arkansas,AR,3.056,3.364,3.648,3.411,U.S Dollar,US Gallon,2021-11-15
Arizona,AZ,3.662,3.925,4.186,3.902,U.S Dollar,US Gallon,2021-11-15
California,CA,4.682,4.858,4.989,4.806,U.S Dollar,US Gallon,2021-11-15
Colorado,CO,3.491,3.819,4.11,3.474,U.S Dollar,US Gallon,2021-11-15
Connecticut,CT,3.544,3.835,4.055,3.699,U.S Dollar,US Gallon,2021-11-15
District of Columbia,DC,3.628,4.076,4.232,3.618,U.S Dollar,US Gallon,2021-11-15
Delaware,DE,3.316,3.696,3.962,3.58,U.S Dollar,US Gallon,2021-11-15
Florida,FL,3.264,3.611,3.923,3.567,U.S Dollar,US Gallon,2021-11-15
Georgia,GA,3.256,3.592,3.915,3.523,U.S Dollar,US Gallon,2021-11-15
Hawaii,HI,4.342,4.541,4.801,4.615,U.S Dollar,US Gallon,2021-11-15
Iowa,IA,3.166,3.329,3.728,3.461,U.S Dollar,US Gallon,2021-11-15
Idaho,ID,3.694,3.876,4.059,3.997,U.S Dollar,US Gallon,2021-11-15
Illinois,IL,3.563,3.918,4.305,3.638,U.S Dollar,US Gallon,2021-11-15
Indiana,IN,3.36,3.692,4.009,3.697,U.S Dollar,US Gallon,2021-11-15
Kansas,KS,3.102,3.355,3.592,3.389,U.S Dollar,US Gallon,2021-11-15
Kentucky,KY,3.104,3.437,3.75,3.417,U.S Dollar,US Gallon,2021-11-15
Louisiana,LA,3.149,3.454,3.776,3.327,U.S Dollar,US Gallon,2021-11-15
Massachusetts,MA,3.413,3.684,3.906,3.573,U.S Dollar,US Gallon,2021-11-15
Maryland,MD,3.356,3.77,4.031,3.596,U.S Dollar,US Gallon,2021-11-15
Maine,ME,3.435,3.734,3.988,3.584,U.S Dollar,US Gallon,2021-11-15
Michigan,MI,3.395,3.734,4.058,3.542,U.S Dollar,US Gallon,2021-11-15
Minnesota,MN,3.176,3.41,3.732,3.507,U.S Dollar,US Gallon,2021-11-15
Missouri,MO,3.094,3.349,3.621,3.348,U.S Dollar,US Gallon,2021-11-15
Mississippi,MS,3.08,3.38,3.702,3.322,U.S Dollar,US Gallon,2021-11-15
Montana,MT,3.409,3.652,3.921,3.719,U.S Dollar,US Gallon,2021-11-15
North Carolina,NC,3.225,3.574,3.916,3.523,U.S Dollar,US Gallon,2021-11-15
North Dakota,ND,3.206,3.402,3.669,3.55,U.S Dollar,US Gallon,2021-11-15
Nebraska,NE,3.201,3.312,3.698,3.45,U.S Dollar,US Gallon,2021-11-15
New Hampshire,NH,3.366,3.667,3.939,3.514,U.S Dollar,US Gallon,2021-11-15
New Jersey,NJ,3.451,3.8,3.983,3.697,U.S Dollar,US Gallon,2021-11-15
New Mexico,NM,3.362,3.662,3.934,3.628,U.S Dollar,US Gallon,2021-11-15
Nevada,NV,3.974,4.193,4.375,3.968,U.S Dollar,US Gallon,2021-11-15
New York,NY,3.56,3.847,4.083,3.754,U.S Dollar,US Gallon,2021-11-15
Ohio,OH,3.263,3.586,3.917,3.693,U.S Dollar,US Gallon,2021-11-15
Oklahoma,OK,2.998,3.268,3.491,3.289,U.S Dollar,US Gallon,2021-11-15
Oregon,OR,3.782,3.947,4.14,3.783,U.S Dollar,US Gallon,2021-11-15
Pennsylvania,PA,3.601,3.914,4.204,3.981,U.S Dollar,US Gallon,2021-11-15
Rhode Island,RI,3.419,3.762,4.002,3.601,U.S Dollar,US Gallon,2021-11-15
South Carolina,SC,3.134,3.483,3.806,3.441,U.S Dollar,US Gallon,2021-11-15
South Dakota,SD,3.292,3.432,3.783,3.528,U.S Dollar,US Gallon,2021-11-15
Tennessee,TN,3.133,3.465,3.8,3.452,U.S Dollar,US Gallon,2021-11-15
Texas,TX,3.051,3.371,3.667,3.308,U.S Dollar,US Gallon,2021-11-15
Utah,UT,3.704,3.904,4.093,4.021,U.S Dollar,US Gallon,2021-11-15
Virginia,VA,3.277,3.647,3.979,3.56,U.S Dollar,US Gallon,2021-11-15
Vermont,VT,3.437,3.682,3.95,3.607,U.S Dollar,US Gallon,2021-11-15
Washington,WA,3.874,4.079,4.263,3.861,U.S Dollar,US Gallon,2021-11-15
Wisconsin,WI,3.129,3.47,3.852,3.449,U.S Dollar,US Gallon,2021-11-15
West Virginia,WV,3.34,3.626,3.922,3.696,U.S Dollar,US Gallon,2021-11-15
Wyoming,WY,3.476,3.703,3.927,3.756,U.S Dollar,US Gallon,2021-11-15
