State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.775,4.972,5.167,5.283,U.S Dollar,US Gallon,2022-09-04
Alabama,AL,3.392,3.777,4.171,4.818,U.S Dollar,US Gallon,2022-09-04
Arkansas,AR,3.28,3.632,3.963,4.767,U.S Dollar,US Gallon,2022-09-04
Arizona,AZ,3.968,4.262,4.539,4.995,U.S Dollar,US Gallon,2022-09-04
California,CA,5.264,5.46,5.612,6.32,U.S Dollar,US Gallon,2022-09-04
Colorado,CO,3.734,4.084,4.386,4.784,U.S Dollar,US Gallon,2022-09-04
Connecticut,CT,3.747,4.332,4.695,5.177,U.S Dollar,US Gallon,2022-09-04
District of Columbia,DC,3.921,4.488,4.908,5.087,U.S Dollar,US Gallon,2022-09-04
Delaware,DE,3.576,4.088,4.366,4.774,U.S Dollar,US Gallon,2022-09-04
Florida,FL,3.535,3.943,4.263,4.833,U.S Dollar,US Gallon,2022-09-04
Georgia,GA,3.336,3.735,4.11,4.735,U.S Dollar,US Gallon,2022-09-04
Hawaii,HI,5.292,5.541,5.756,6.107,U.S Dollar,US Gallon,2022-09-04
Iowa,IA,3.451,3.724,4.161,4.931,U.S Dollar,US Gallon,2022-09-04
Idaho,ID,4.525,4.755,4.97,5.084,U.S Dollar,US Gallon,2022-09-04
Illinois,IL,4.124,4.602,5,5.291,U.S Dollar,US Gallon,2022-09-04
Indiana,IN,3.917,4.323,4.689,5.387,U.S Dollar,US Gallon,2022-09-04
Kansas,KS,3.471,3.772,4.074,4.848,U.S Dollar,US Gallon,2022-09-04
Kentucky,KY,3.438,3.828,4.175,4.94,U.S Dollar,US Gallon,2022-09-04
Louisiana,LA,3.325,3.709,4.058,4.678,U.S Dollar,US Gallon,2022-09-04
Massachusetts,MA,3.934,4.499,4.797,5.166,U.S Dollar,US Gallon,2022-09-04
Maryland,MD,3.67,4.188,4.461,4.933,U.S Dollar,US Gallon,2022-09-04
Maine,ME,3.88,4.311,4.672,5.149,U.S Dollar,US Gallon,2022-09-04
Michigan,MI,3.833,4.223,4.61,5.415,U.S Dollar,US Gallon,2022-09-04
Minnesota,MN,3.713,4.066,4.419,5.038,U.S Dollar,US Gallon,2022-09-04
Missouri,MO,3.386,3.711,4.008,4.821,U.S Dollar,US Gallon,2022-09-04
Mississippi,MS,3.298,3.656,4.018,4.666,U.S Dollar,US Gallon,2022-09-04
Montana,MT,4.015,4.29,4.57,4.923,U.S Dollar,US Gallon,2022-09-04
North Carolina,NC,3.501,3.879,4.234,4.926,U.S Dollar,US Gallon,2022-09-04
North Dakota,ND,3.687,4.024,4.385,4.893,U.S Dollar,US Gallon,2022-09-04
Nebraska,NE,3.557,3.764,4.194,4.879,U.S Dollar,US Gallon,2022-09-04
New Hampshire,NH,3.836,4.358,4.677,5.077,U.S Dollar,US Gallon,2022-09-04
New Jersey,NJ,3.836,4.434,4.675,4.992,U.S Dollar,US Gallon,2022-09-04
New Mexico,NM,3.644,3.981,4.255,4.887,U.S Dollar,US Gallon,2022-09-04
Nevada,NV,4.843,5.079,5.295,5.225,U.S Dollar,US Gallon,2022-09-04
New York,NY,4.021,4.495,4.831,5.283,U.S Dollar,US Gallon,2022-09-04
Ohio,OH,3.64,4.023,4.393,5.255,U.S Dollar,US Gallon,2022-09-04
Oklahoma,OK,3.378,3.703,3.934,4.732,U.S Dollar,US Gallon,2022-09-04
Oregon,OR,4.725,4.942,5.147,5.605,U.S Dollar,US Gallon,2022-09-04
Pennsylvania,PA,4.002,4.4,4.662,5.314,U.S Dollar,US Gallon,2022-09-04
Rhode Island,RI,3.824,4.429,4.724,5.05,U.S Dollar,US Gallon,2022-09-04
South Carolina,SC,3.411,3.795,4.139,4.849,U.S Dollar,US Gallon,2022-09-04
South Dakota,SD,3.753,3.931,4.397,4.894,U.S Dollar,US Gallon,2022-09-04
Tennessee,TN,3.381,3.766,4.129,4.794,U.S Dollar,US Gallon,2022-09-04
Texas,TX,3.281,3.664,3.994,4.675,U.S Dollar,US Gallon,2022-09-04
Utah,UT,4.387,4.605,4.808,4.847,U.S Dollar,US Gallon,2022-09-04
Virginia,VA,3.571,4.012,4.337,4.922,U.S Dollar,US Gallon,2022-09-04
Vermont,VT,3.965,4.564,4.92,5.108,U.S Dollar,US Gallon,2022-09-04
Washington,WA,4.686,4.92,5.117,5.587,U.S Dollar,US Gallon,2022-09-04
Wisconsin,WI,3.579,4.003,4.412,5.032,U.S Dollar,US Gallon,2022-09-04
West Virginia,WV,3.738,4.007,4.261,5.122,U.S Dollar,US Gallon,2022-09-04
Wyoming,WY,3.888,4.098,4.384,4.917,U.S Dollar,US Gallon,2022-09-04
