State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.652,4.848,5.047,5.128,U.S Dollar,US Gallon,2022-04-21
Alabama,AL,3.836,4.208,4.554,4.91,U.S Dollar,US Gallon,2022-04-21
Arkansas,AR,3.742,4.061,4.365,4.795,U.S Dollar,US Gallon,2022-04-21
Arizona,AZ,4.564,4.86,5.113,5.048,U.S Dollar,US Gallon,2022-04-21
California,CA,5.689,5.899,6.033,6.353,U.S Dollar,US Gallon,2022-04-21
Colorado,CO,4.012,4.347,4.648,4.976,U.S Dollar,US Gallon,2022-04-21
Connecticut,CT,3.967,4.307,4.541,5.153,U.S Dollar,US Gallon,2022-04-21
District of Columbia,DC,4.371,4.844,5,5.238,U.S Dollar,US Gallon,2022-04-21
Delaware,DE,4,4.448,4.689,5.087,U.S Dollar,US Gallon,2022-04-21
Florida,FL,4.113,4.501,4.81,5.096,U.S Dollar,US Gallon,2022-04-21
Georgia,GA,3.721,4.119,4.468,4.777,U.S Dollar,US Gallon,2022-04-21
Hawaii,HI,5.243,5.442,5.693,5.701,U.S Dollar,US Gallon,2022-04-21
Iowa,IA,3.865,4.009,4.441,4.816,U.S Dollar,US Gallon,2022-04-21
Idaho,ID,4.429,4.637,4.832,5.182,U.S Dollar,US Gallon,2022-04-21
Illinois,IL,4.404,4.78,5.174,4.927,U.S Dollar,US Gallon,2022-04-21
Indiana,IN,3.918,4.281,4.607,4.93,U.S Dollar,US Gallon,2022-04-21
Kansas,KS,3.777,4.038,4.312,4.794,U.S Dollar,US Gallon,2022-04-21
Kentucky,KY,3.814,4.171,4.492,4.923,U.S Dollar,US Gallon,2022-04-21
Louisiana,LA,3.868,4.213,4.529,4.844,U.S Dollar,US Gallon,2022-04-21
Massachusetts,MA,4.124,4.47,4.698,5.151,U.S Dollar,US Gallon,2022-04-21
Maryland,MD,4.052,4.492,4.757,5.021,U.S Dollar,US Gallon,2022-04-21
Maine,ME,4.117,4.436,4.717,5.227,U.S Dollar,US Gallon,2022-04-21
Michigan,MI,3.934,4.277,4.621,4.902,U.S Dollar,US Gallon,2022-04-21
Minnesota,MN,3.888,4.133,4.483,4.914,U.S Dollar,US Gallon,2022-04-21
Missouri,MO,3.758,4.032,4.313,4.732,U.S Dollar,US Gallon,2022-04-21
Mississippi,MS,3.786,4.106,4.454,4.827,U.S Dollar,US Gallon,2022-04-21
Montana,MT,4.082,4.352,4.628,5.085,U.S Dollar,US Gallon,2022-04-21
North Carolina,NC,3.839,4.223,4.582,4.953,U.S Dollar,US Gallon,2022-04-21
North Dakota,ND,3.896,4.125,4.365,4.875,U.S Dollar,US Gallon,2022-04-21
Nebraska,NE,3.88,3.975,4.378,4.816,U.S Dollar,US Gallon,2022-04-21
New Hampshire,NH,4.04,4.431,4.701,5.103,U.S Dollar,US Gallon,2022-04-21
New Jersey,NJ,4.089,4.51,4.693,5.212,U.S Dollar,US Gallon,2022-04-21
New Mexico,NM,4.115,4.416,4.68,5.045,U.S Dollar,US Gallon,2022-04-21
Nevada,NV,5.079,5.317,5.505,5.312,U.S Dollar,US Gallon,2022-04-21
New York,NY,4.223,4.552,4.794,5.289,U.S Dollar,US Gallon,2022-04-21
Ohio,OH,3.764,4.113,4.457,4.932,U.S Dollar,US Gallon,2022-04-21
Oklahoma,OK,3.786,4.075,4.305,4.764,U.S Dollar,US Gallon,2022-04-21
Oregon,OR,4.668,4.858,5.058,5.378,U.S Dollar,US Gallon,2022-04-21
Pennsylvania,PA,4.205,4.564,4.85,5.369,U.S Dollar,US Gallon,2022-04-21
Rhode Island,RI,4.08,4.447,4.701,5.092,U.S Dollar,US Gallon,2022-04-21
South Carolina,SC,3.796,4.164,4.503,4.87,U.S Dollar,US Gallon,2022-04-21
South Dakota,SD,3.947,4.046,4.438,4.87,U.S Dollar,US Gallon,2022-04-21
Tennessee,TN,3.859,4.228,4.572,4.907,U.S Dollar,US Gallon,2022-04-21
Texas,TX,3.775,4.117,4.42,4.786,U.S Dollar,US Gallon,2022-04-21
Utah,UT,4.501,4.701,4.899,5.162,U.S Dollar,US Gallon,2022-04-21
Virginia,VA,3.961,4.394,4.716,4.981,U.S Dollar,US Gallon,2022-04-21
Vermont,VT,4.098,4.485,4.744,5.147,U.S Dollar,US Gallon,2022-04-21
Washington,WA,4.684,4.903,5.088,5.516,U.S Dollar,US Gallon,2022-04-21
Wisconsin,WI,3.855,4.207,4.605,4.806,U.S Dollar,US Gallon,2022-04-21
West Virginia,WV,3.947,4.248,4.539,4.97,U.S Dollar,US Gallon,2022-04-21
Wyoming,WY,4.122,4.339,4.61,5.098,U.S Dollar,US Gallon,2022-04-21
