State-Name,State-Abbreviation,Regular,Mid-Grade,Premium,Diesel,Currency,Unit,Date
Alaska,AK,4.617,4.804,5.016,4.653,U.S Dollar,US Gallon,2023-09-07
Alabama,AL,3.397,3.788,4.162,4.169,U.S Dollar,US Gallon,2023-09-07
Arkansas,AR,3.419,3.806,4.172,4.105,U.S Dollar,US Gallon,2023-09-07
Arizona,AZ,4.34,4.627,4.909,4.787,U.S Dollar,US Gallon,2023-09-07
California,CA,5.359,5.564,5.719,6.004,U.S Dollar,US Gallon,2023-09-07
Colorado,CO,3.922,4.302,4.596,4.295,U.S Dollar,US Gallon,2023-09-07
Connecticut,CT,3.796,4.275,4.654,4.444,U.S Dollar,US Gallon,2023-09-07
District of Columbia,DC,3.901,4.479,4.841,4.597,U.S Dollar,US Gallon,2023-09-07
Delaware,DE,3.542,4.042,4.322,4.309,U.S Dollar,US Gallon,2023-09-07
Florida,FL,3.65,4.05,4.37,4.43,U.S Dollar,US Gallon,2023-09-07
Georgia,GA,3.583,3.995,4.371,4.321,U.S Dollar,US Gallon,2023-09-07
Hawaii,HI,4.793,4.995,5.251,5.72,U.S Dollar,US Gallon,2023-09-07
Iowa,IA,3.619,3.88,4.382,4.255,U.S Dollar,US Gallon,2023-09-07
Idaho,ID,4.163,4.384,4.624,4.849,U.S Dollar,US Gallon,2023-09-07
Illinois,IL,4.014,4.513,4.941,4.38,U.S Dollar,US Gallon,2023-09-07
Indiana,IN,3.675,4.136,4.588,4.546,U.S Dollar,US Gallon,2023-09-07
Kansas,KS,3.57,3.864,4.17,4.129,U.S Dollar,US Gallon,2023-09-07
Kentucky,KY,3.469,3.935,4.343,4.234,U.S Dollar,US Gallon,2023-09-07
Louisiana,LA,3.351,3.709,4.078,4.006,U.S Dollar,US Gallon,2023-09-07
Massachusetts,MA,3.745,4.26,4.599,4.404,U.S Dollar,US Gallon,2023-09-07
Maryland,MD,3.618,4.139,4.424,4.358,U.S Dollar,US Gallon,2023-09-07
Maine,ME,3.825,4.23,4.634,4.4,U.S Dollar,US Gallon,2023-09-07
Michigan,MI,3.659,4.127,4.605,4.463,U.S Dollar,US Gallon,2023-09-07
Minnesota,MN,3.669,3.976,4.391,4.322,U.S Dollar,US Gallon,2023-09-07
Missouri,MO,3.519,3.823,4.155,4.053,U.S Dollar,US Gallon,2023-09-07
Mississippi,MS,3.279,3.651,4.01,3.971,U.S Dollar,US Gallon,2023-09-07
Montana,MT,4.008,4.327,4.595,4.597,U.S Dollar,US Gallon,2023-09-07
North Carolina,NC,3.498,3.887,4.257,4.214,U.S Dollar,US Gallon,2023-09-07
North Dakota,ND,3.719,4.044,4.34,4.25,U.S Dollar,US Gallon,2023-09-07
Nebraska,NE,3.601,3.798,4.23,4.181,U.S Dollar,US Gallon,2023-09-07
New Hampshire,NH,3.707,4.122,4.537,4.285,U.S Dollar,US Gallon,2023-09-07
New Jersey,NJ,3.648,4.185,4.448,4.345,U.S Dollar,US Gallon,2023-09-07
New Mexico,NM,3.759,4.119,4.399,4.386,U.S Dollar,US Gallon,2023-09-07
Nevada,NV,4.577,4.823,5.073,5.003,U.S Dollar,US Gallon,2023-09-07
New York,NY,3.888,4.342,4.702,4.603,U.S Dollar,US Gallon,2023-09-07
Ohio,OH,3.562,4.02,4.471,4.472,U.S Dollar,US Gallon,2023-09-07
Oklahoma,OK,3.533,3.85,4.122,4.069,U.S Dollar,US Gallon,2023-09-07
Oregon,OR,4.741,4.948,5.168,5.172,U.S Dollar,US Gallon,2023-09-07
Pennsylvania,PA,3.857,4.244,4.545,4.665,U.S Dollar,US Gallon,2023-09-07
Rhode Island,RI,3.74,4.348,4.682,4.356,U.S Dollar,US Gallon,2023-09-07
South Carolina,SC,3.443,3.833,4.202,4.282,U.S Dollar,US Gallon,2023-09-07
South Dakota,SD,3.722,3.899,4.362,4.256,U.S Dollar,US Gallon,2023-09-07
Tennessee,TN,3.393,3.783,4.139,4.163,U.S Dollar,US Gallon,2023-09-07
Texas,TX,3.373,3.764,4.101,3.988,U.S Dollar,US Gallon,2023-09-07
Utah,UT,4.277,4.512,4.718,4.954,U.S Dollar,US Gallon,2023-09-07
Virginia,VA,3.577,3.986,4.331,4.245,U.S Dollar,US Gallon,2023-09-07
Vermont,VT,3.805,4.197,4.607,4.383,U.S Dollar,US Gallon,2023-09-07
Washington,WA,5.081,5.313,5.516,5.634,U.S Dollar,US Gallon,2023-09-07
Wisconsin,WI,3.527,3.979,4.408,4.22,U.S Dollar,US Gallon,2023-09-07
West Virginia,WV,3.62,3.961,4.3,4.267,U.S Dollar,US Gallon,2023-09-07
Wyoming,WY,3.912,4.166,4.436,4.582,U.S Dollar,US Gallon,2023-09-07
